artist_name,album_name,track_uri,track_name
21 Savage,The Slaughter Tape,5BH86QTag2wQ95HSrEGqQX,Picky
21 Savage,The Slaughter Tape,0ikF7YGnEM1UpPTng3y9iq,Slaughter Ya Daughter
21 Savage,The Slaughter Tape,0Qxo9U5lhJBXSMkjx1nuzm,Drip
21 Savage,The Slaughter Tape,6IdFmILKYNfeZW9LYE4jhM,Out the Bowl
21 Savage,The Slaughter Tape,0xJ6waQuwURRV21Dk13OTG,Drinkin and Driving
21 Savage,The Slaughter Tape,5W9lZvCYgDESkJrO9pquwX,Start Dyin
21 Savage,The Slaughter Tape,0x33D0zzfOILljMVr54RWs,Fuckin Niggaz Bitches
21 Savage,The Slaughter Tape,0cmp9n5Wsls5MsasGAQqs6,Million Dollar Liq
21 Savage,The Slaughter Tape,1jrhaPfJO5Ptp65bOvowI2,Seeing Double
21 Savage,The Slaughter Tape,1IuLSY7riq1V1miGpKAGlr,Heart So Cold
21 Savage,The Slaughter Tape,3wrrgR3oLdbvzcKoKoxyDQ,Woah
2Pac,Soldier 2 Soldier (Collector's Edition),46exFQslViWJ7WxsGkNWgu,Soldiers Prayer AM
2Pac,Soldier 2 Soldier (Collector's Edition),2fZ3zmZsq3sAW8ELu5YPXY,Runaway Slave
2Pac,Soldier 2 Soldier (Collector's Edition),3ecTEeFaXqG1nygO77cb5S,Young Black and Just Don't Give a...
2Pac,Soldier 2 Soldier (Collector's Edition),6ZswO8JlurvlaQE45BRFRw,How U Like That
2Pac,Soldier 2 Soldier (Collector's Edition),4y4SIN7Uwt8UHgEmLyehsz,Jewels
2Pac,Soldier 2 Soldier (Collector's Edition),3Do9vJwiq19MQ7VeXUoD95,Daddy Loves You
2Pac,Soldier 2 Soldier (Collector's Edition),7f87hxaqVbyeOcsLNIdNLq,Soul Music
2Pac,Soldier 2 Soldier (Collector's Edition),663yqz80xQRoiW27dgC9nd,Tryin 2 Make a Livin
2Pac,Soldier 2 Soldier (Collector's Edition),2eLQt1H2iSpbMZOMgGhZo2,Time
2Pac,Soldier 2 Soldier (Collector's Edition),6W8NioreZeDD1Koi68WjPs,4 Life
2Pac,Soldier 2 Soldier (Collector's Edition),1PXtPb1BtVtbzFKCpKcCGr,Smoke Wit Me
2Pac,Soldier 2 Soldier (Collector's Edition),6O1orxWiVf9qnzfJMxPr16,Kali4nya
2Pac,Soldier 2 Soldier (Collector's Edition),2nfUkZw5O9PMi9cW9rosXs,Like a Soldier Wit It
2Pac,Soldier 2 Soldier (Collector's Edition),2bwSRhBzrfu09fj6yPWht8,Soldier's Prayer PM
2Pac,Soldier 2 Soldier (Collector's Edition),1ge8ukIcPgu7falEEAU2YV,Outlaw Pride
2Pac,Soldier 2 Soldier (Collector's Edition),2FgYQlmpFyuTGAKf9FGeEh,Leave the Past Behind
2Pac,Nu Mixx Klazzics Vol. 2 (Evolution: Duets And Remixes),3Cd5BE3carDNzPaN4Iu0qs,Picture Me Rollin' (feat. Kurupt & Butch Cassidy)
2Pac,Nu Mixx Klazzics Vol. 2 (Evolution: Duets And Remixes),4Q6e2NCLX18VPBbr5RxLGF,Keep Goin' (feat. Fatal Hussein)
2Pac,Nu Mixx Klazzics Vol. 2 (Evolution: Duets And Remixes),6LEtS24EsrpeSbMZOmG6YL,What'z Ya Phone # (feat. Candy Hill)
2Pac,Nu Mixx Klazzics Vol. 2 (Evolution: Duets And Remixes),3JoqtFCCYiRrCNpXIKppGw,Staring Through My Rear View (feat. Dwele)
2Pac,Nu Mixx Klazzics Vol. 2 (Evolution: Duets And Remixes),00AvOVhsUi1gOCnHxTFw7i,Hail Mary (feat. The Outlawz)
2Pac,Nu Mixx Klazzics Vol. 2 (Evolution: Duets And Remixes),0ltEz21p6eJDQgQUrjlb04,Got My Mind Made Up (feat. The Outlawz & Kurupt)
2Pac,Nu Mixx Klazzics Vol. 2 (Evolution: Duets And Remixes),4wpLReKkhxeLzF8Gz09HBD,Pain (feat. Styles P & Butch Cassidy)
2Pac,Nu Mixx Klazzics Vol. 2 (Evolution: Duets And Remixes),5jxNS1jAh1ORm0uE73pMK3,Lost Souls (feat. The Outlawz)
2Pac,Nu Mixx Klazzics Vol. 2 (Evolution: Duets And Remixes),3Kxl0M74EowVyBe0fn0t4X,Dead Or Alive (feat. Snoop Dogg)
2Pac,Nu Mixx Klazzics Vol. 2 (Evolution: Duets And Remixes),3Zw4tWsUscSfsoZ1lQoogE,Initiated (feat. Boot Camp Click)
2Pac,Nu Mixx Klazzics Vol. 2 (Evolution: Duets And Remixes),2Z3x8nf8ZN755ngic2F4B3,How Do U Want It
2Pac,Nu Mixx Klazzics Vol. 2 (Evolution: Duets And Remixes),1YiVCUl3mqlh6sEQM8xxDy,Picture Me Rollin' (feat. The Outlawz)
2Pac,Nu Mixx Klazzics Vol. 2 (Evolution: Duets And Remixes),0RYr2ikKRZ59PSObrRM27n,Lost Souls (Bonus)
2Pac,Nu Mixx Klazzics Vol. 2 (Evolution: Duets And Remixes),7stKwfHRWyivKC0CEiY8QI,Initiated (Bonus)
2Pac,Pac's Life,3zZ30LpGe1lYzJsIQpyZPw,Untouchable Swizz Beatz Remix
2Pac,Pac's Life,0kZnocAcgakb384KIJ9rZ9,Pac's Life
2Pac,Pac's Life,0lqKrmXUgswg8JarLKs89l,Dumpin'
2Pac,Pac's Life,0wpwIRUgSkhROOhJB9cAED,Playa Cardz Right (Female)
2Pac,Pac's Life,6Gxgp1zYEf0TZcx9EUe6Wx,Whatz Next
2Pac,Pac's Life,24f9Nj9JEb7IbNLWDEdINg,Sleep
2Pac,Pac's Life,4iqW4M56N7udZgCB8edctG,International
2Pac,Pac's Life,4thxI2KSGykuykiLJjMslo,Don't Sleep
2Pac,Pac's Life,3Vt89nokRNoQyafkZ4kJF0,Soon As I Get Home
2Pac,Pac's Life,4HR4J2T8rc0xSPsHd8l8bj,Playa Cardz Right (Male)
2Pac,Pac's Life,25j4RvkRgcXvZ0OUNP1H2U,Don't Stop
2Pac,Pac's Life,497maC9EUxIciCgwQQEBqP,Pac's Life Remix
2Pac,Pac's Life,0zMbAJHor48Eay1DiWmVyZ,Untouchable
2Pac,The Rose - Volume 2 - Music Inspired By 2pac's Poetry,3Ar5nz9BwGB086Y3fQ8tfy,Intro
2Pac,The Rose - Volume 2 - Music Inspired By 2pac's Poetry,1jSfPewLaSsQxoQqsmrVTa,Power Of A Smile
2Pac,The Rose - Volume 2 - Music Inspired By 2pac's Poetry,4HsuVxKp6xeiJMoDyTppKa,The Eternal Lament
2Pac,The Rose - Volume 2 - Music Inspired By 2pac's Poetry,2OGIzmlBVZm7yKEO6Izqe2,Fallen Star
2Pac,The Rose - Volume 2 - Music Inspired By 2pac's Poetry,7lNlOD6fwjOd8qS4mkiRKh,In The Depths Of Solitude
2Pac,The Rose - Volume 2 - Music Inspired By 2pac's Poetry,76Rltl2VEXQHA5bTXXsyZs,Movin On
2Pac,The Rose - Volume 2 - Music Inspired By 2pac's Poetry,2dKY6mznWAYz1UJxrlAXQT,Life Through My Eyes
2Pac,The Rose - Volume 2 - Music Inspired By 2pac's Poetry,7Jd9uMuUM8ZqvI6j7ReGZT,When Ure Heart Turns Cold
2Pac,The Rose - Volume 2 - Music Inspired By 2pac's Poetry,1ckzpCmPRuALCq645W5kPZ,Black Woman
2Pac,The Rose - Volume 2 - Music Inspired By 2pac's Poetry,7uFM7RhKVO7ZezMi9C6o7f,Only 4 The Righteous
2Pac,The Rose - Volume 2 - Music Inspired By 2pac's Poetry,7CtPJKPNXggCRqxjILbJXd,Where There Is A Will
2Pac,The Rose - Volume 2 - Music Inspired By 2pac's Poetry,7Gw9Ryz8laf77CoblaPI7D,When Ur Hero Falls
2Pac,The Rose - Volume 2 - Music Inspired By 2pac's Poetry,5N8A5fHqrhNI8vuMIxZ0oc,And 2morrow
2Pac,The Rose - Volume 2 - Music Inspired By 2pac's Poetry,0htCWYwkFwlubmkb1PDnbi,If I Fail
2Pac,The Rose - Volume 2 - Music Inspired By 2pac's Poetry,1FpEv43p6iUtcU32RXXtJ4,Poetry
2Pac,Live at the House Of Blues,2qcs0NO8girzx18Po1YwsK,Ambitionz Az A Ridah - Live
2Pac,Live at the House Of Blues,4Srg1upVV4nL1GvFgSx5us,So Many Tears - Live
2Pac,Live at the House Of Blues,2sXxa4WvLoFDemULqiv4VL,Troublesome - Live
2Pac,Live at the House Of Blues,1TOJKDq4KuWi7ui7QM5t7y,Hit 'Em Up - Live
2Pac,Live at the House Of Blues,3SCI6Y5JYANRK8dhCwnOMh,Tattoo Tears - Live
2Pac,Live at the House Of Blues,5depnMi0DfyOU1BV0Tmkmw,All About You - Live
2Pac,Live at the House Of Blues,5AZyxzUzYlY1sYHYMoEnfD,Never Call U Bitch Again - Live
2Pac,Live at the House Of Blues,6D6DrOhfOHXypIZ7UJ4F43,Freek'n You - Live
2Pac,Live at the House Of Blues,50wkjqbOcg6xQh7SLLZwqw,How Do You Want It - Live
2Pac,Live at the House Of Blues,7K8mwfP936u712tQqamxEB,What Would U Do? - Live
2Pac,Live at the House Of Blues,1U3ltl4SISoM570YfzdEw2,Murder Was The Case - Live
2Pac,Live at the House Of Blues,42sfuiuuleu0hwI90c4gg1,The Shiznit - Live
2Pac,Live at the House Of Blues,5MkBZVpPf97MDxYyPQ4Ap7,If We All Gonna Fuck - Live
2Pac,Live at the House Of Blues,0262Etlk0AO6Lo4wOjc9Db,Some Bomb Ass (Pussy) - Live
2Pac,Live at the House Of Blues,6aPFJ2b6iApBxXHNFzzYAB,Aint No Fun (If The Homies Can't Have None) - Live
2Pac,Live at the House Of Blues,61RwE20RtcQK2qWbPBmu6P,New York - Live
2Pac,Live at the House Of Blues,7Av2gjAPP2w7KIhCJBjQWv,Big Pimpin' - Live
2Pac,Live at the House Of Blues,06MCIO5PZkwDThHfIGRFBU,Do What I Feel - Live
2Pac,Live at the House Of Blues,1lwwRcZ2RxOHc1vq1CLCax,G'z And Hustlas - Live
2Pac,Live at the House Of Blues,5r1mFD91IToz6snU2ABqiG,Who Am I (What's My Name) - Live
2Pac,All Eyez On Me,4JhloJcv1weqqs8RfBLWk0,Ambitionz Az A Ridah
2Pac,All Eyez On Me,4HBQID38qgWwXRjMiiMyTp,"All About U (ft. Nate Dogg, Snoop Dogg, Fatal, Yani Hadati)"
2Pac,All Eyez On Me,0x8rTCwVSRsFA2vjeBkK2z,Skandalouz (ft. Nate Dogg)
2Pac,All Eyez On Me,7fkh0T76q28kW93oMXjZL5,"Got My Mind Made Up (ft. Dat Nigga Daz, Kurupt, Method Man, Redman)"
2Pac,All Eyez On Me,7rHJr8x10nTZYR4j2VYlXu,"How Do You Want It (ft. KC, Jojo)"
2Pac,All Eyez On Me,2qQSVIXKDye960CHPZR20i,2 Of Amerikaz Most Wanted (ft. Snoop Doggy Dog)
2Pac,All Eyez On Me,3JDpKIFGOPvbNg0BCeYZqr,No More Pain
2Pac,All Eyez On Me,0Y0G4BMkLcdkluOIBkZjtd,Heartz Of Men
2Pac,All Eyez On Me,5Xu0S6vDwWAFdl6UrcOfZF,Life Goes On
2Pac,All Eyez On Me,5MZTdUsVTeRFsPxLO3tAeH,Only God Can Judge Me (ft. Rappin' 4-Tay)
2Pac,All Eyez On Me,1Isff4RA9c3XSEbCUAW2nt,"Tradin War Stories (ft. C-BO, CPO, Outlawz, The Storm)"
2Pac,All Eyez On Me,5dBn3rxk2UoLwSDHuqUbsw,"California Love (remix) (ft. Dr. Dre, Roger Troutman)"
2Pac,All Eyez On Me,31EZ5iL8Lt2z7VoGlncGgL,I Ain't Mad At Cha (ft. Danny Boy)
2Pac,All Eyez On Me,6ztPCBymEV79q03MRsCd83,Whatz Ya Phone # (ft. Danny Boy)
2Pac,All Eyez On Me,5rCdEXCDZdGEBF4tJS70fI,Can't C Me
2Pac,All Eyez On Me,5Ouls5XwT44AtEN17NxEqv,Shorty Wanna Be A Thug
2Pac,All Eyez On Me,1WPrJYcSPQMcPFc01cizCN,Holla At Me
2Pac,All Eyez On Me,0ZPLXNivfvEe3xxUTc0JXM,Wonda Why They Call U B____
2Pac,All Eyez On Me,3tqrCjte68lh3yMlOWxvKZ,When We Ride (ft. Outlaw Immortals)
2Pac,All Eyez On Me,4QXIAkXVoxn5LEseEUP8d0,"Thug Passion (ft. Jewell, Outlawz, The Storm)"
2Pac,Live,62QkgiHqcn24yWJkNQFDbN,Live Medley
2Pac,Live,5BopiN3oeuUPykVEEPxTQS,Ambitionz Of A Ridah
2Pac,Live,236YqmnVZoycHqkLXqvE4k,So Many Tears
2Pac,Live,4QAIEOVLw52NomJnMx4iOv,Troublesome
2Pac,Live,3CBtWTrzgfCeU8lZyL132d,Hit Em Up
2Pac,Live,1MAwu76xKmj2in5g1M4wdn,Tattoo Tears
2Pac,Live,5FQWpJBGqcNO34tOQkVnZn,All About You
2Pac,Live,1IIiQhSbx2OyTKUniKvI5b,Never Call You Bitch Again
2Pac,Live,1IStmUuC0rhng9KiPu1qDx,How Do You Want It
2Pac,Live,0zRbwBnhkso7M9s7XTEvT2,2 Of Amerikaz Most Wanted
2Pac,Live,1R23f25xJ6hYXbivSuFokW,California Love
2Pac,Loyal To The Game,36UjTTrSwaAqLkAlf2Ooc4,Soldier Like Me
2Pac,Loyal To The Game,1SgENhaSaWJ9OWci6zRAvD,The Uppercut
2Pac,Loyal To The Game,6GgRMZPuHb7cPkyWBiSFdf,Out On Bail
2Pac,Loyal To The Game,7jLbTp3qZzah9kMIdW8e5M,Ghetto Gospel
2Pac,Loyal To The Game,1aeh5ptgNndkonDFIyL6Y3,Black Cotton
2Pac,Loyal To The Game,3iNzFuZPs4va5EUrpAFiYt,Loyal To The Game
2Pac,Loyal To The Game,2AOA0UAoRHcNQVrFmzMX8G,Thugs Get Lonely Too
2Pac,Loyal To The Game,1RftA6gr6bCVMOlMdLtXjg,N.I.G.G.A. (Never Ignorant About Getting Goals Accomplished)
2Pac,Loyal To The Game,5oqNQrHnv03J89bbG6y6bW,Who Do You Love?
2Pac,Loyal To The Game,7msCwwUyOToLz7wijpr9mg,Crooked Nigga Too
2Pac,Loyal To The Game,2e7n17DRC9DPqq8Y1ZWi8L,Don't You Trust Me
2Pac,Loyal To The Game,6OnVIbtRPPI77gMKKbpkSE,Hennessey
2Pac,Loyal To The Game,4i0bvKEhJI5MUCD0dGjIV1,Thug 4 Life
2Pac,Loyal To The Game,2bLlZN7bPzdK2Adwowq3Wx,Po Nigga Blues - Scott Storch Remix (Explicit)
2Pac,Loyal To The Game,71O7zz80HtU9C2whVrs0tV,Hennessey - Red Spyda Remix (Explicit)
2Pac,Loyal To The Game,4E89Qu2IlNUDaM8loDQxFo,Crooked Nigga Too - Raphael Saadiq Remix (Explicit)
2Pac,Loyal To The Game,0KDhCCh1IAWcfiq458anNn,Loyal To The Game - DJ Quik Remix (Explicit)
2Pac,Resurrection,7mOjQ8GJHSItGNJ0vk7GW5,Ghost
2Pac,Resurrection,4KWMLqpM2XRUneZOwGY38w,One Day At A Time - Em's Version
2Pac,Resurrection,7FJJ1zKHuj9c4C5JErbCNR,Death Around The Corner
2Pac,Resurrection,4dNqEYp9WfBvveFkcqyoEE,Secretz Of War
2Pac,Resurrection,3jdh7YQBCxykbhL7z0Ehu5,Runnin' (Dying To Live)
2Pac,Resurrection,444CF7V9XOBxprNooMTuMO,Holler If Ya' Hear Me
2Pac,Resurrection,5ZItgBWe7SLUcy8CHtava1,Starin' Through My Rear View
2Pac,Resurrection,28QHuLOigDgLCJr2FOetP8,Bury Me A G
2Pac,Resurrection,2S2U25cF2xfAm6CSfqJeas,Same Song
2Pac,Resurrection,5Ivh88q8RNTPuBbkJI6f6D,Panther Power
2Pac,Resurrection,0bzLeU6MipJvb9Iq15CCVZ,Str8 Ballin'
2Pac,Resurrection,3LBKuvcFbawDMZTXjLY9z5,Rebel Of The Underground
2Pac,Resurrection,7jvDt4y1Sz20QA9GneImeg,The Realist Killaz
2Pac,Resurrection (Music From And Inspired By The Motion Picture),2XWzZU6k07yE6ktIxXlS6q,Intro/2Pac/Resurrection
2Pac,Resurrection (Music From And Inspired By The Motion Picture),0kk0CSFBBw4jj2Hm6VMuJA,One Day At A Time (Em's Version)
2Pac,Resurrection (Music From And Inspired By The Motion Picture),3BNW40Cxx8hjKmPvjRawx0,Runnin (Dying To Live)
2Pac,Resurrection (Music From And Inspired By The Motion Picture),3s6WuLiZTnzcedBLjSeuJL,Holler If Ya Hear Me
2Pac,Nu-mixx Klazzics,7aysqt0WyH2xWwsOGqbRvt,Hail Mary
2Pac,Nu-mixx Klazzics,3gL4zTpQYoy17kyXGWXGsi,All Eyez On Me
2Pac,Nu-mixx Klazzics,51kJDWCLWawOEThlnrNSL2,Toss It Up
2Pac,Nu-mixx Klazzics,2TjDg243tjjPSnmfKJyw2r,Hit 'em Up
2Pac,Nu-mixx Klazzics,5j16j45byYCh30P2jynNpy,Never Had A Friend Like Me
50 Cent,Animal Ambition: An Untamed Desire To Win,5Sn4LU8Cv4vAmPGlHePxHh,Hold On
50 Cent,Animal Ambition: An Untamed Desire To Win,53M9maXa1uRxuVUyedb9Dy,Don't Worry 'Bout It
50 Cent,Animal Ambition: An Untamed Desire To Win,4dJ9N1dZmX5ON6bpEsC334,Animal Ambition
50 Cent,Animal Ambition: An Untamed Desire To Win,3pscN7Ic5dPYmiZARnF8G9,Pilot
50 Cent,Animal Ambition: An Untamed Desire To Win,3Y3iC7f2ypojLMgr7yn9ZC,Smoke
50 Cent,Animal Ambition: An Untamed Desire To Win,3Xgv8LdPS0MnyiEUGaVIo5,Everytime I Come Around
50 Cent,Animal Ambition: An Untamed Desire To Win,0QCZXqxsGoGN6ApLHiobZf,Irregular Heartbeat
50 Cent,Animal Ambition: An Untamed Desire To Win,3LkNAm9o0rHqLh329QPPkz,Hustler
50 Cent,Animal Ambition: An Untamed Desire To Win,60sKhq6DPoP4eSQGAqxE6M,Twisted
50 Cent,Animal Ambition: An Untamed Desire To Win,5NgaRInrdHjxGMYwCN6UoD,Winners Circle
50 Cent,Animal Ambition: An Untamed Desire To Win,0iFXTaQ0OCCh4N1LG54z8k,Chase The Paper
50 Cent,Before I Self-Destruct,5eIDmPLBMXvayzvf2Bt45Z,The Invitation
50 Cent,Before I Self-Destruct,4DXFmPOkptODy9awwql0RQ,Then Days Went By
50 Cent,Before I Self-Destruct,4Du5LRbLzzbItZucrgqgwy,Death To My Enemies
50 Cent,Before I Self-Destruct,7yslyOGGGKtduMIMgxFJXc,So Disrespectful
50 Cent,Before I Self-Destruct,3fR5g8trt73WXW9B9w1MrO,Psycho
50 Cent,Before I Self-Destruct,7yOU6EppFsj6euWdnDJxD4,Hold Me Down
50 Cent,Before I Self-Destruct,1pJICYYhel02wRadPF9dtA,Crime Wave
50 Cent,Before I Self-Destruct,4NyNsfuidxuGXsnDumSDFj,Stretch
50 Cent,Before I Self-Destruct,6fRLvHes6bvtNR7vW8UARZ,Strong Enough
50 Cent,Before I Self-Destruct,0MZHbLF9A6m97WzCGSYpFL,Get It Hot
50 Cent,Before I Self-Destruct,6E5c03loExydD8ntRKWLv7,Gangsta’s Delight
50 Cent,Before I Self-Destruct,48S8AHKprv8D3xmnr4gWDs,I Got Swag
50 Cent,Before I Self-Destruct,1s0Qy8SEPTR1hUAA0ikC7A,Baby By Me (Featuring Ne-Yo)
