artist_name,artist_uri,genres,artist_followers,remove,notes
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,"houston rap, pop, pop rap, trap queen",674667,,
Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,"canadian pop, pop, post-teen pop, viral pop",23407529,1,pop
Randy Newman,3HQyFCFFfJO3KKBlUfZsyW,"disney, movie tunes, singer-songwriter",126570,1,sample
Calboy,0HkcYmcjrBR3SCw9Ld5VZk,"chicago rap, melodic rap, rap, southern hip hop, trap",339440,,
Lil Durk,3hcs9uc56yIGFCSy9leWe7,"chicago drill, chicago rap, drill, hip hop, rap, southern hip hop, trap",1355391,,
Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,"dance pop, hip pop, pop, pop rap, post-teen pop, queens hip hop, rap",16862890,,
SWV,2NmK5FyrQ18HOPXq1UBzqa,"dance pop, girl group, hip hop, hip pop, neo soul, new jack swing, pop, quiet storm, r&b, urban contemporary",965551,,
Chicago Children's Choir,6e64nPdtxyICfh90RJukpg,"american choir, children's choir",1465,1,gospel
Jeremih,3KV3p5EY4AvKxOlhGHORLg,"chicago rap, dance pop, hip hop, pop, pop rap, r&b, southern hip hop, trap, urban contemporary",3999498,,
Jamila Woods,4UodukR17NIQfNu5uaqm9B,"alternative r&b, escape room, indie soul, soul",113710,,
Saba,7Hjbimq43OgxaBRpFXic4x,"alternative r&b, chicago rap, hip hop, rap, underground hip hop",296615,,
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,"canadian pop, dance pop, pop, post-teen pop",32518703,1,pop
Towkio,23sYU61n9f1CzYi8NJhAXS,"chicago rap, underground hip hop",44104,,
Jay Electronica,0TkqXdyWLsssJH7okthMPQ,"alternative hip hop, conscious hip hop",106501,,
T-Pain,3aQeKQSyrW4qWr35idm0cy,"dance pop, hip hop, pop, pop rap, r&b, rap, southern hip hop, trap, urban contemporary",2411868,,
Kirk Franklin,4akybxRTGHJZ1DXjLhJ1qu,"gospel, gospel r&b",687848,1,gospel
Eryn Allen Kane,5xI4mPixKfrCCspATqbpy3,"alternative r&b, indie r&b, indie soul, neo r&b",50553,,
Lili K,7AguDSkWdr8NzTOvpTID4W,neo r&b,1413,,
Nosaj Thing,0IVapwlnM3dEOiMsHXsghT,"bass music, chillwave, electronica, glitch hop, indietronica, microhouse, wonky",161611,1,electronic
Vic Mensa,27w1NoOLMX7tJMYqcetPyG,"chicago rap, conscious hip hop, deep underground hip hop, hip hop, pop rap, rap, southern hip hop, trap, underground hip hop",503074,,
Twista,6vbY3hOaCAhC7VjucswgdS,"chicago rap, dance pop, dirty south rap, gangster rap, hip hop, pop rap, rap, trap",551738,,
Alex Wiley,0JdGPxHeRGfOyZg3EHwp2g,"chicago rap, deep underground hip hop, underground hip hop",72853,,
Guapdad 4000,0NcPKaSNIHAM2RfioH9vMT,"cali rap, trap soul, underground hip hop, vapor trap",25253,,
Charlie Wilson,6CxZzQFUTM6AzgluGwtq5w,"neo soul, new jack swing, quiet storm, r&b, urban contemporary",562151,,
PnB Rock,21WS9wngs9AqFckK7yYJPM,"melodic rap, pop rap, rap, trap",2278316,,
M-22,4WFtYn5RyU8VGPpPyW9Pxw,"dance pop, deep groove house, house, tropical house",32207,1,dance
TisaKorean,6lEhBhAv6HOopjXssi09cq,houston rap,15596,,
Murda Beatz,3CbYyyd8wH3RT6t0jwpdzC,canadian hip hop,101420,,
Joey Purp,1ewyVtTZBqFYWIcepopRhp,"chicago rap, underground hip hop",76419,,
Tee Grizzley,6AUl0ykLLpvTktob97x9hO,"detroit hip hop, detroit trap, hip hop, pop rap, rap, southern hip hop, trap",1676168,,
Supa Bwe,05kWC05qQmocVoC5Udgl6D,underground hip hop,21012,,
Zaytoven,1mceaxtjWdEmwoDVAlkC41,"atl hip hop, atl trap, dirty south rap, gangster rap, melodic rap, rap, southern hip hop, trap, vapor trap",231275,,
Tadoe,7AO1qih2zQeI7WYTQxC5fQ,"chicago rap, drill",30715,,
OJ Da Juiceman,0t5qZrvVCo9YIUT87SQrTn,"atl hip hop, atl trap, deep southern trap, dirty south rap, gangster rap, memphis hip hop, rap, southern hip hop, trap",184606,,
Tray Savage,1CTfXgZs6JxaMw5KqkHkSe,drill,859,,
Soulja Boy,6GMYJwaziB4ekv1Y6wCDWS,"atl hip hop, dance pop, dirty south rap, pop rap, rap, southern hip hop, trap",953126,,
Lil Reese,1bPxKZtCdjB1aj1csBJpdS,"chicago drill, chicago rap, drill, trap, vapor trap",192625,,
Fredo Santana,6I9TgZbapKRXsunA05fiPl,"chicago drill, chicago rap, drill, southern hip hop, trap, underground hip hop, vapor trap",278547,,
Christian Rich,7cAlvWK5rgMmJ37j7woN8l,alternative r&b,12658,,
Azealia Banks,7gRhy3MIPHQo5CXYfWaw9I,"art pop, bmore, dance pop, escape room, hip house, hip pop, lgbtq+ hip hop, pop, pop rap, trap queen",556859,,
Pharrell Williams,2RdwBSPQiwcmiDo9kixcl8,"dance pop, pop, pop rap",2994567,,
Keri Hilson,63wjoROpeh5f11Qm93UiJ1,"dance pop, deep pop r&b, hip pop, pop, post-teen pop, r&b, urban contemporary",1172085,,
Bilal,4jCbgl5Dmt3uOh8WRQfpPs,"hip hop, indie soul, neo soul",161019,,
Fabolous,0YWxKQj2Go9CGHCp77UOyy,"dance pop, gangster rap, hip hop, hip pop, pop rap, r&b, rap, trap",1424086,,
Jermaine Dupri,6nfYGe7IIuuP5bMY1jkJP6,"atl hip hop, dirty south rap, hip hop, hip pop, pop rap, rap, southern hip hop",202611,,
Styles P,2x8KDZdSONA3872CnhaAlX,"battle rap, east coast hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap, southern hip hop, trap",338373,,
Baby Keem,5SXuuuRpukkTvsLuUknva1,"underground hip hop, vapor trap",50140,,
Sean Paul,3Isy6kedDrgPYoTS1dazA9,"dance pop, dancehall, pop, pop rap",2876524,,
blessthefall,7t2C8WwLyKUKRe0LVh8zl9,"melodic metalcore, metalcore, post-screamo, screamo",423124,1,metal
Kardinal Offishall,5P2rwRBgIN450RaJxdjYdA,"pop rap, toronto rap",30812,,
Daniel Caesar,20wkVLutqVOYrc0kxFs7rA,"canadian contemporary r&b, pop",1720988,,
Swizz Beatz,2cADQgiLMjNhbsfeN52Bf3,"battle rap, hip hop, pop rap, rap, southern hip hop, trap",264618,,
Leikeli47,0DtXHIvJ8NWBg5pGvsgWnR,"alternative r&b, electropop, escape room, hip pop, pop, pop rap, trap queen",123000,,
A-Trak,3TaUSUXn41GixL7zbvrIDt,"canadian electronic, edm, electro house, electronic trap, turntablism",102876,1,edm
Leon Bridges,3qnGvpP8Yth1AqSBMqON5x,"modern blues, soul",912042,,
Jonathan McReynolds,5ItTHwcEtFh6DEOBheMub9,"gospel, gospel r&b",106293,1,gospel
Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,"adult standards, motown, quiet storm, soul",4011471,1,sample
Marsha Ambrosius,46VWDbmWmzvPBTmkSr25gM,"british soul, deep pop r&b, hip pop, neo soul, quiet storm, r&b, urban contemporary",322757,1,pop
PJ Morton,2FMOHE79X98yptp4RpPrt7,"indie r&b, indie soul, neo soul, r&b, urban contemporary",77965,,
Syd,3jk39CGeaaSO3FPKNx1RUx,"alternative r&b, escape room, lgbtq+ hip hop",282135,,
Elena Coats,76rOhzdFrZx37hyeA5cQgZ,indie electropop,4941,1,indie
Tasha Cobbs Leonard,5YxebzzreNswbtYC1td4cx,"gospel, naija worship",292553,1,gospel
G Herbo,5QdEbQJ3ylBnc3gsIASAT5,"chicago drill, chicago rap, drill, rap, southern hip hop, trap, vapor trap",763316,,
Snoh Aalegra,1A9o3Ljt67pFZ89YtPPL5X,"alternative r&b, indie r&b, indie soul, scandinavian r&b, swedish soul",262107,,
Dreezy,7gWumE1wMALHXANLSIt054,"chicago rap, deep pop r&b, drill, escape room, hip pop, pop rap, trap queen",454122,,
Malik Yusef,2hikCywT7dcTj6gt3jmsbD,chicago rap,1743,,
Elijah Blake,65OtBLtkrifQrdTlKI90IR,"alternative r&b, deep pop r&b, indie r&b, trap soul",168033,,
Martina Topley-Bird,6sKLLGj7SqbP2qDBdEOoZ6,"electronica, trip hop",40827,,
Lily Allen,13saZpZnCDWOI9D4IJhp1f,"dance pop, europop, pop, pop rock",1427320,1,pop
will.i.am,085pc2PYOi8bGKj0PNjekA,"dance pop, pop, pop rap, post-teen pop",2828522,,
D'Angelo,336vr2M3Va0FjyvB55lJEd,"alternative r&b, funk, hip hop, indie soul, neo soul, r&b, soul, urban contemporary",817059,,
The Last Poets,58Wl2AJZWwfvEn2eAWJbIG,slam poetry,15887,1,other
Sunny Ledfurd,14FjJBRl4TDpMN3tzxjlSI,redneck,15435,1,country
Omar Apollo,5FxD8fkQZ6KcsSYupDVoSO,"alternative r&b, bedroom pop, bedroom soul, indie pop, indie r&b, pop",204692,,
Erykah Badu,7IfculRW2WXyzNQ8djX8WX,"funk, hip hop, neo soul, r&b, soul, urban contemporary",1677289,,
Macy Gray,4ylR3zwA0zaapAu94fktwa,"neo soul, soul",417369,,
Blood Orange,6LEeAFiJF8OuPx747e1wxR,"alternative r&b, art pop, chillwave, electropop, escape room, indie r&b, indie soul, indietronica, metropopolis",436840,,
Petite Noir,4dGwtd1FYag1VY1vaR1U8y,"chamber psych, shiver pop, south african alternative, south african rock",26798,1,other
Kelela,1U0sIzpRtDkvu1hXXzxh60,"alternative r&b, art pop, dance pop, electropop, escape room, hyperpop, indie r&b, indie soul",209243,,
Purity Ring,1TtJ8j22Roc24e2Jx3OcU4,"canadian electropop, chillwave, edmonton indie, electropop, escape room, grave wave, indietronica, metropopolis, shimmer pop",481849,1,indie
Scrufizzer,3JmGsgVoGUN1Ro1jLfi7k1,grime,11658,,
Zelooperz,5j93hwFBNo29RJMsWvtzj8,"alternative hip hop, detroit hip hop, underground hip hop",11092,,
Charli XCX,25uiPmTg16RbhZWAqwLBy5,"candy pop, dance pop, electropop, metropopolis, pop, post-teen pop, tropical house",1921146,1,pop
Chip,0tJCNteqwm7LmRZ6KWr8GT,"grime, instrumental grime, london rap, uk hip hop",207673,,
Black Milk,77zgRkcehIGCAtROXkXkb3,"alternative hip hop, boom bap, detroit hip hop, hip hop, southern hip hop, underground hip hop",78447,,
Lola Damone,4839k1n6NMGI2HW0WivkyM,detroit hip hop,97,,
Rapper Big Pooh,1pt1kuxHmYnFaAQS6t3q6k,"alternative hip hop, nc hip hop, soul flow",24659,,
Chip,0tJCNteqwm7LmRZ6KWr8GT,"grime, instrumental grime, london rap, uk hip hop",207673,,
Marv Won,3cmKebjUe9CMt3wJNE1b8k,"battle rap, detroit hip hop",1255,,
Baauer,25fqWEebq6PoiGQIHIrdtv,"bass trap, brostep, electronic trap, vapor twitch",152682,1,edm
Channel Tres,4cUkGQyhLFqKHBtL58HYVp,"escape room, indie soul, la pop",56817,,
Kiddo Marv,6HOYSQk7Npiuuy5KDdJQ3o,miami hip hop,8212,,
Ice Billion Berg,3XFatrcJ1zXdwJXP3CrWle,"deep underground hip hop, miami hip hop",13344,,
Sam Sneak,12NW4D7Ld2lyIXwjitgiA1,miami hip hop,1645,,
Twelve'len,0G57ms4DD5dn6wXwuFOLdO,miami hip hop,7817,,
GoldLink,5XenQ7XfcvQdfIbpLEFaKQ,"alternative r&b, dmv rap, hip hop, rap, underground hip hop",581358,,
ZillaKami,4G1zP5i0r57g1c1CxrPhfM,dark trap,80910,,
Nelly,2gBjLmx6zQnFGQJCAQpRgw,"dance pop, hip hop, pop, pop rap, rap, southern hip hop, urban contemporary",1413464,,
Slipknot,05fG473iIaoy82BF1aGhL8,"alternative metal, nu metal, rap metal",5385866,1,dad rock
J Rick,3b0OO3bmtd9oXo3EOW8KHZ,uk alternative hip hop,1340,,
Glass Animals,4yvcSjfu4PC0CYQyLy4wSq,"gauze pop, indie pop, indietronica, modern rock, shiver pop",1040032,1,pop
slowthai,3r1XkJ7vCs8kHBSzGvPLdP,"hip hop, rap, uk alternative hip hop, uk hip hop",158382,,
Fucked Up,05C3EDw4Rf0qMhrdjFKncL,"canadian hardcore, canadian metal, canadian punk, hardcore punk, indie punk, noise pop, noise rock, post-hardcore",47625,1,hardcore
Bad Brains,1oVj9JmPUPg4SQ2uerV2xc,"alternative rock, crossover thrash, dc hardcore, hardcore punk, nyhc, post-hardcore, punk, ska punk, skate punk",222363,1,hardcore
Tate Kobang,05ZOzt8hlefGYXWJIL37PI,baltimore hip hop,15298,,
Charlie Heat,0bbguzUos4LO6NikkdXdzw,new jersey rap,15435,,
Powers Pleasant,0fYw4bch7qTxBZLS3rSVMj,underground hip hop,27795,,
IDK,6aiFCgyKNwF9Rv5TOxnE8E,"dmv rap, hip hop, rap, underground hip hop",126641,,
Ekali,0Y0QSi6lz1bPik5Ffjr8sd,"brostep, canadian electronic, edm, electro house, electronic trap, electropop, indie electropop, pop edm, vapor soul, vapor twitch",97457,1,edm
Ronny J,3TKCdsX8yNNoiC1gesn6or,"dark trap, melodic rap, miami hip hop, trap, underground hip hop, vapor trap",224354,,
Oshi,4mAhA39Nr2uEIbQoC3yxOs,vapor twitch,24972,1,other
sober rob,532VhOtZQ47TWSTGwbZ4kF,"electronic trap, pop edm, vapor twitch",17434,1,other
josh pan,2sfSQ1BOzaFQa3LZj6OGwD,"electronic trap, vapor twitch",24399,1,other
X&G,5ic5UHDgniVG1xKLAIU9sG,vapor twitch,8361,1,other
Mez,30C5wgn4celhRP3Tytv7R6,nc hip hop,7492,,
Xzibit,4tujQJicOnuZRLiBFdp3Ou,"detroit hip hop, g funk, gangster rap, hardcore hip hop, hip hop, pop rap, rap, southern hip hop, west coast rap",897742,,
Cold 187um,5zzbUtGK3M7oAGRDD0vTY6,"g funk, west coast rap",1795,,
Ice Cube,3Mcii5XWf6E0lrY3Uky4cA,"conscious hip hop, g funk, gangster rap, hardcore hip hop, hip hop, rap, west coast rap",3373582,,
Jon Connor,1F5zdoXcwIB9XSNfitdo7x,soul flow,21072,,
Knoc-Turn'al,24PJqH46WhB0pUB7NlsFna,"g funk, west coast rap",8843,,
Eddie Griffin,6agfg4xMnwe2te96GmEUz4,comedy,18784,1,comedy
MC Ren,4fbyGOEjViyE97W58eGEgU,"gangster rap, hip hop, west coast rap",206574,,
Skylar Grey,4utLUGcTvOJFr6aqIJtYWV,"piano rock, viral pop",369082,1,pop
Peter Bjorn and John,6u11Qbko2N2hP4lTBYjX86,"alternative dance, baroque pop, dance-punk, indie pop, indie rock, indietronica, modern rock, new rave, swedish alternative rock, swedish indie pop",268658,1,indie
Lykke Li,6oBm8HB0yfrIc9IHbxs6in,"art pop, dance pop, electropop, indie pop, indietronica, pop, swedish electropop, swedish indie pop, swedish pop",1291330,1,pop
Omarion,0f5nVCcR06GX8Qikz0COtT,"dance pop, deep pop r&b, hip pop, pop, r&b, rap, southern hip hop, urban contemporary",1600619,,
Chilly Gonzales,0qudezVgvl4Chd9BgNFB83,neo-classical,138761,1,sample
Giggs,3S0tlB4fE7ChxI2pWz8Xip,"grime, london rap, uk hip hop",302510,,
Black Coffee,6wMr4zKPrrR0UVz08WtUWc,"afro house, deep house, kwaito house",389106,1,other
Jorja Smith,1CoZyIx7UvdxT5c8UkMzHd,"pop, uk contemporary r&b",1271782,,
Sampha,2WoVwexZuODvclzULjPQtm,"alternative r&b, indie r&b, indie soul",397651,,
PARTYNEXTDOOR,2HPaUgqeutzr3jx5a9WyDV,"hip hop, pop, pop rap, rap, toronto rap, trap, urban contemporary",2122861,,
dvsn,7e1ICztHM2Sc4JNLxeMXYl,"alternative r&b, canadian contemporary r&b, deep pop r&b, pop, pop rap, r&b, trap soul",676776,,
Kyla,77DAFfvm3O9zT5dIoG0eIO,uk funky,6418,1,funk
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,"barbadian pop, dance pop, pop, post-teen pop, r&b, urban contemporary",35956739,,
Majid Jordan,4HzKw8XcD0piJmDrrPRCYk,"alternative r&b, deep pop r&b, pop, rap, trap soul",467689,,
Liv.e,0YCL71Clky5els6NireSBP,experimental hip hop,3081,,
MAVI,1peoXq0RPx7czVoFjloeDQ,"alternative hip hop, underground hip hop",11036,,
Mach-Hommy,3ZMur3elMyOs248ah86NRk,"alternative hip hop, boom bap, new jersey rap, underground hip hop",8490,,
Standing On The Corner,5yD3wA48IGUoCVboe0LdHx,"collage pop, experimental hip hop",10722,,
Wiki,78X7quh8fqAGZ42OpLmUW0,"alternative hip hop, escape room, underground hip hop",22036,,
Domo Genesis,6vHBuUxrcpn1do5UaEJ7g6,"alternative hip hop, hip hop, rap, underground hip hop",187960,,
Casey Veggies,0uFc6StTmJBvdHPZFDkdJy,"hip hop, rap, underground hip hop, west coast trap",221127,,
RZA,4iCwCMnqsNZ6atvRiADgtn,"alternative hip hop, east coast hip hop, hardcore hip hop, hip hop",261076,,
Young M.A,7LvoDJUNGnOrPdGRzVtOJ9,"hip hop, lgbtq+ hip hop, nyc rap, pop rap, rap, trap",850513,,
"Royce Da 5'9""",6DVipHzYsPlIoA0DW8Gmns,"alternative hip hop, detroit hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap, southern hip hop",408860,,
Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,"chicago rap, melodic rap",7551832,,
Black Thought,6DJEUXZm0e2rAohdoZ5Voo,"alternative hip hop, east coast hip hop, hip hop, southern hip hop",83012,,
Don Toliver,4Gso3d4CscCijv0lmajZWs,"rap, trap",204412,,
KXNG Crooked,6fFfnKGVI6X3lkCr8Qw1g1,"cali rap, southern hip hop",43222,,
Joell Ortiz,1q13yHC6Syg5Y8iPLrRnCq,"alternative hip hop, battle rap, hardcore hip hop, hip hop, southern hip hop",89173,,
Joyner Lucas,6C1ohJrd5VydigQtaGy5Wa,"boston hip hop, pop rap, rap",1012363,,
Jessie Reyez,3KedxarmBCyFBevnqQHy3P,"canadian contemporary r&b, canadian pop, pop",580588,,
Beyonce,6vWDO969PvNqNYHIOW5v0m,"dance pop, pop, post-teen pop, r&b",21594383,,Fixed artist_name
Phresher,0FTrIsp2Mg7Bkf8eXQrISa,nyc rap,36894,,
X Ambassadors,3NPpFNZtSTHheNBaWC82rB,"indie poptimism, modern alternative rock, modern rock, pop, pop rock, rock, stomp pop",1911522,1,indie
Kehlani,0cGUm45nv7Z6M6qdXYQGTX,"alternative r&b, dance pop, pop, pop rap, post-teen pop, r&b, rap, urban contemporary",3134138,,
Pink Floyd,0k17h0D3J5VfsdmQ1iZtE9,"album rock, art rock, classic rock, progressive rock, psychedelic rock, rock, symphonic rock",11347640,1,dad rock
Sia,5WUlDfRSoLAfcVSX1WnrxN,"australian dance, australian pop, dance pop, pop",15436569,1,pop
P!nk,1KCSPY1glIKqW2TotWuXOR,"dance pop, pop, post-teen pop",7762021,1,pop
Stat Quo,6Oesi698iJRUaBeT82zckf,"atl hip hop, southern hip hop",47308,,
D12,5Qi4Bb7a8C0a00NZcA77L0,"detroit hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap, rap rock, southern hip hop",1279426,,
John Mayer,0hEurMDQu99nJRq8pTxO14,"neo mellow, pop, pop rock, singer-songwriter",4333659,1,pop
Madlib,5LhTec3c7dcqBvpLRWbMcf,"alternative hip hop, funk, hip hop, indie soul",200730,,
Curren$y,6X8WdFjrNhXATMDSs26aCc,"alternative hip hop, dirty south rap, gangster rap, hip hop, new orleans rap, pop rap, rap, southern hip hop, underground hip hop",646651,,
The Alchemist,0eVyjRhzZKke2KFYTcDkeu,"alternative hip hop, boom bap, hardcore hip hop, hip hop, southern hip hop, underground hip hop, west coast rap",136636,,
03 Greedo,0FtsMKmZEq8fBWqdSOWtqp,"cali rap, melodic rap, trap, underground hip hop, vapor trap, west coast trap",137547,,
Dana Williams,4rljPSpCHQzUJMNOvmw1DL,la pop,15783,1,pop
Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,"canadian hip hop, melodic rap, pop rap, rap, toronto rap, trap",2693039,,
Polyester the Saint,2i59qMkZ79k8WTLV6gMJXY,"soul flow, west coast trap",7246,,
DJ.Fresh,35cJT1IMCFHLeKiPcSpequ,west coast trap,2340,,
Problem,0399oiMcmbOzzsYQDNYqxn,"cali rap, gangster rap, hyphy, rap, southern hip hop, trap, west coast trap",176379,,
Cousin Fik,10R4IEMALwGnHJVPEoumW5,"hyphy, west coast trap",6994,,
Sir Michael Rocks,2F3zBRfrDfm2FyNT0YKyAx,"soul flow, underground hip hop",46389,,
Trae Tha Truth,49vCIUW46QY3L5vo1xVFoy,"deep southern trap, dirty south rap, gangster rap, houston rap, rap, southern hip hop, trap",169386,,
Yukmouth,0ndMofuAPmTktjONZv20JL,"cali rap, hyphy, west coast rap, west coast trap",40065,,
Scarface,19KwjzvIL92r29IINtlPNP,"conscious hip hop, dirty south rap, gangster rap, hardcore hip hop, hip hop, pop rap, rap, southern hip hop, trap",458787,,
Statik Selektah,5v0XTlB9FqNvfBfnw8n5b0,"alternative hip hop, boom bap, boston hip hop, hardcore hip hop, hip hop, southern hip hop, underground hip hop",68552,,
Slaine,1z1ctFe6fCr5aZnCGKt6rN,"boston hip hop, underground rap",36066,,
Statik Selektah,5v0XTlB9FqNvfBfnw8n5b0,"alternative hip hop, boom bap, boston hip hop, hardcore hip hop, hip hop, southern hip hop, underground hip hop",68552,,
Reks,6Apw0ReFBi9C1QBultw8pn,"alternative hip hop, boom bap, boston hip hop, hardcore hip hop, underground rap",24328,,
Pusha T,0ONHkAv9pCAFxb0zJwDNTy,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap, underground hip hop",1541931,,
Fred the Godson,4XfZS4DTtBxAd8JjsDFMzl,"battle rap, boom bap",16604,,
Termanology,7oF48iRjggIDjtfRcmmMvl,"alternative hip hop, boom bap, boston hip hop, hardcore hip hop, underground rap",24614,,
Smoke Dza,3kf0gOpxWtkyeMNJVDQPtd,"alternative hip hop, boom bap, deep underground hip hop, gangster rap, harlem hip hop, hip hop, rap, southern hip hop, trap, underground hip hop",134595,,
Dan Auerbach,6YWdHD3R863Apw1hkx3BwC,"funk, garage rock, indie folk, indie rock, modern blues rock, modern rock, new americana, rock, stomp and holler",242712,1,indie
Chuck Inglish,64MoApwh8MFMHUarm13lrv,underground hip hop,26558,,
Hayes Carll,6UWifcscEdbjPgmbevBxZV,"alternative country, country rock, folk, indie folk, new americana, outlaw country, roots americana, roots rock, singer-songwriter, texas country, traditional folk",70552,1,country
Pillar,2Tkg8omOIsTL617yXVt26e,"christian alternative rock, christian music, christian rock, post-grunge",116231,1,dad rock
Young Scooter,4cmA2QDPdzh8W2ytpyUGes,"atl trap, drill, gangster rap, rap, southern hip hop, trap",321132,,
Yung Bans,6WkUZyqghQei2G809wMKuZ,"rap, southern hip hop, trap, underground hip hop, vapor trap",388958,,
Scarlxrd,6rYogEVj60BCIsLukpAnwr,"dark trap, emo rap, scream rap, underground hip hop",743618,,
Khalid,6LuN9FCkKOj5PcnpouEgny,"alternative r&b, pop",10211391,,
H.E.R.,3Y7RZ31TRPVadSFVy1o8os,"alternative r&b, pop, pop rap",2089798,,
Lil Jon,7sfl4Xt5KmfyDs2T3SVSMK,"atl hip hop, crunk, dance pop, dirty south rap, pop rap, southern hip hop",922413,,
Bangladesh,3z8lWUpLUM0Z4b2184qpQF,mexican post-rock,2628,,
Freeway,2Jwr7hGoSNK3S3QBxh3T0z,"alternative hip hop, battle rap, hardcore hip hop, hip hop, philly rap, rap, southern hip hop",144506,,
CyHi The Prynce,18HVMQsV3tINaTyzT5UIjH,"atl hip hop, rap, southern hip hop, trap",127823,,
Lecrae,1CFCsEqKrCyvAFKOATQHiW,"ccm, christian alternative rock, christian hip hop, christian music, worship",815854,,
Smif-N-Wessun,2p0Hf0MF8Nw8lwAXokczf0,"alternative hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, turntablism",104218,,
Juvenile,0rG0AZBscc8S8q1ahIsasI,"bounce, crunk, dirty south rap, gangster rap, hip hop, new orleans rap, pop rap, rap, southern hip hop, trap",574780,,
Cappadonna,0dS5xeDefwoUNasLUHnCjR,"east coast hip hop, hardcore hip hop",69164,,
Inspectah Deck,4OBbOrkD4geIjOLrICN3wO,"alternative hip hop, boom bap, east coast hip hop, gangster rap, hardcore hip hop, hip hop",96396,,
Harley Poe,6lqmbDjxe5rhvXIyfNl23o,"acoustic punk, anti-folk, folk punk, steampunk",37746,1,indie
Shawn Wigs,5M5l5sGsFWGeQuqLkrjQgQ,wu fam,50,,
Solomon Childs,6rp60Uul0bpZWR6B3a6wCc,"hardcore hip hop, wu fam",3743,,
Eamonn Watt,2T4ifP8x0qzmkB2iY1LRZ7,"background music, calming instrumental, focus",506,1,ambient
Masta Killa,0ME1RawvWt3qOJnYnxVqeh,"east coast hip hop, hardcore hip hop, hip hop",61368,,
CZARFACE,4John8fJ3LKqFho0pselVr,"alternative hip hop, hardcore hip hop, hip hop",60305,,
Bronze Nazareth,4VhYUWpDsLraUG6Sd8g9TF,wu fam,7469,,
Benny The Butcher,5Matrg5du62bXwer29cU5T,"alternative hip hop, boom bap, hip hop, underground hip hop",43664,,
38 Spesh,32cT1WQRSDg4xsReG7eqyT,boom bap,8566,,
Planet Asia,7dGfoIWAb0h9eGpl3vEkVo,"alternative hip hop, boom bap, hardcore hip hop, turntablism, underground hip hop, underground rap",29762,,
Hus KingPin,4IBACd17ekILQx6xdtKxyI,boom bap,4975,,
Ras Kass,0OiS4KHxViIFnJooFTXl7V,"alternative hip hop, boom bap, conscious hip hop, gangster rap, hardcore hip hop, hip hop, underground rap",40398,,
Killah Priest,0JYmatsiEQMn2v5KchV8u2,"boom bap, east coast hip hop, hardcore hip hop, wu fam",39006,,
Bishop Lamont,4RV0poOKGzij1Xe9dsO57h,west coast rap,9895,,
Tragedy Khadafi,48AAcsCOmZzOSj3RW8Qtpc,"boom bap, conscious hip hop, east coast hip hop, hardcore hip hop, queens hip hop",20296,,
Big Star,3UvcmAOZt64oKpP95f6MMM,"alternative rock, art rock, baroque pop, country rock, dance rock, folk, folk rock, gbvfi, indie rock, jangle pop, lo-fi, melancholia, noise pop, power pop, protopunk, psychedelic rock, pub rock, roots rock, slow core",83250,,
Agallah,4Ai7jlc9gCMBuiLYbjpIlw,boom bap,4451,,
Big Daddy Kane,6futYSDVulYR2PktBjTB5W,"east coast hip hop, electro, gangster rap, hardcore hip hop, hip hop, old school hip hop, rap",268579,,
Sheek Louch,14ejEUaU0wE2iAenbbv9b8,hardcore hip hop,103968,,
Vic Spencer,55UEjjjLkvSklEtxbOrF7N,"boom bap, drill, underground hip hop",3438,,
Reignwolf,66YGDwn22fjphzqGCSIbbK,"garage rock, modern alternative rock, modern blues rock, modern hard rock, modern rock, punk blues, rock, saskatchewan indie",73504,,
Tricky,6hhA8TKRNryM8FNzqCqdDO,"art pop, big beat, electronica, ninja, nu jazz, trip hop",274199,,
Apollo Brown,151BUVKmiB9rHDjIkgbeVE,"alternative hip hop, boom bap, hardcore hip hop, hip hop",84293,,
U-God,0G070wUUUBptmqGEKAAUVx,hardcore hip hop,56369,,
Killa Sin,67XIntxIqJFHkWpewJcrOb,wu fam,465,,
Scarub,5PoVrbY9H4087ewtuXU7zL,underground rap,4248,,
Vince Staples,68kEuyFKyqrdQQLLsmiatm,"conscious hip hop, escape room, hip hop, pop rap, rap, southern hip hop, underground hip hop",1019962,,
Lyrics Born,3X3DHASP1G1waqVoEDWMHr,"alternative hip hop, hip hop, turntablism",34430,,
Chino XL,5LwKO8miPaSz4jW0jcuNFX,hardcore hip hop,17505,,
BADBADNOTGOOD,65dGLGjkw3UbddUg2GKQoZ,"alternative hip hop, canadian modern jazz, dark jazz, escape room, hip hop, indie soul",375883,,
