artist_name,artist_uri,genres,artist_followers,remove,notes
Webbie,6aIm51fHkokqlJn2vzNTH8,"baton rouge rap, crunk, deep southern trap, dirty south rap, gangster rap, pop rap, rap, southern hip hop, trap",592408,,
B-Legit,6nltEpEZtqZD1v4YJLlaZI,"cali rap, g funk, gangster rap, hyphy, west coast rap, west coast trap",95108,,
Willie D,7ipr4gJAFLoygvGdGs667W,"dirty south rap, dirty texas rap, g funk, gangster rap",30138,,
Z-Ro,6MrdwyCIKbpXmTKQBlG3uq,"deep southern trap, dirty south rap, gangster rap, houston rap, southern hip hop",368187,,
Dizzee Rascal,0gusqTJKxtU1UTmNRMHZcv,"bassline, grime, instrumental grime, pop rap",285355,,
Sonic Youth,5UqTO8smerMvxHYA5xsXb6,"alternative rock, art rock, blues rock, dance rock, dance-punk, dream pop, experimental rock, garage rock, indie rock, lo-fi, modern rock, new wave, noise pop, noise rock, post-punk, punk, rock",598143,1,indie
2-Mar,0Qh5UGy4Y1hrZlClkIP7oG,"deep g funk, dirty texas rap",64,,
Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,"dance pop, pop, post-teen pop",10815471,1,pop
Celly Cel,6k7TX5dxiKZiwMWTn8ZKbl,"g funk, gangster rap, hyphy, west coast rap, west coast trap",125830,,
Quavo,0VRj0yCOv2FXJNP47XQnx5,"atl hip hop, hip hop, melodic rap, pop rap, rap, southern hip hop, trap",3607074,,
Marques Houston,1goOx6gnQdUllLfSMsL4Rt,"dance pop, deep pop r&b, hip pop, new jack swing, pop rap, r&b, urban contemporary",482373,1,pop
DJ Paul,2ledyuziz6YjLK5Dw483Oc,"bounce, crunk, dirty south rap, gangster rap, memphis hip hop, phonk, trap, underground hip hop",46768,,
Kilo Kish,7lsnwlX6puQ7lcpSEpJbZE,"alternative r&b, art pop, electropop, escape room, hyperpop, indie r&b, indietronica",75352,,
Joey Fatts,4u4Sj6ODtb8mAZ0wuadeqG,underground hip hop,23570,,
Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,"electropop, pop",19341962,1,pop
Hue Hef,0ZuNXdmcWi6x2zFH3pRLaE,horrorcore,196,,
Sean Price,2x6jz70u3sZq75tW10akUW,"alternative hip hop, boom bap, hardcore hip hop, hip hop, southern hip hop, turntablism, underground rap",95661,,
R-Mean,4QE3ZjcqH5AIJ3o2tTzDXP,armenian pop,2550,,
Jedi Mind Tricks,0PI3pXpUMScjweiw3IbADc,"conscious hip hop, hardcore hip hop, hip hop, philly rap",247944,,
Wisemen,4E19oAZ49FFJmhQ3KCwhrU,wu fam,989,,
Vast Aire,00fUxTsDQ3TMlro9Abk6bG,"abstract hip hop, alternative hip hop, harlem hip hop",9377,,
Hell Razah,59h4urZSPlBLaT0YharjOM,"conscious hip hop, wu fam",11639,,
Shabazz the Disciple,4KdOlzgquyDPqR2Fi8EcnB,wu fam,9149,,
T.H.U.G. Angelz,3c3NOwaGMMYnH8lRGvnEEi,wu fam,1,,
C-Rayz Walz,1l4hfWLBSaYjCO8E0lzASA,"bronx hip hop, conscious hip hop",3251,,
Holocaust,6NwP3xfmDDnxqeLsSUzaS4,"edinburgh metal, nwobhm, scottish metal",2725,,
Blue Sky Black Death,0dU2EKM6vca3xmJ9kl8zoI,"abstract hip hop, downtempo",42566,,
Ghostface Killah,6FD0unjzGQhX3b6eMccMJe,"alternative hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap, southern hip hop",477479,,
Roc Marciano,5X0V59ipZnbvnubW0rQVri,"alternative hip hop, boom bap, hip hop, underground hip hop",49413,,
Kevlaar 7,60JyBh1Yff1AgjnJIaoMpH,wu fam,401,,
Phillipa Soo,2OEGI2wrCVmvavKEOMlccy,"hollywood, show tunes",21755,1,other
Prodigal Sunn,3QnwfdgJNhOjR1i7jPBGi8,wu fam,4642,,
M-80,2Us8FsWJPenddIjg5Y4231,rhode island indie,185,1,indie
Doe Boy,6aLoJJxz7MV2iZ423S8tJC,"atl hip hop, atl trap, gangster rap, rap, southern hip hop, trap, vapor trap",38129,,
Canibus,2lQvoGjN6jJfsAkaywtgrB,"battle rap, bronx hip hop, east coast hip hop, hardcore hip hop, queens hip hop, underground rap",51741,,
Casual,4OpQJMrOpOEYgYoU0Ihku3,"alternative hip hop, turntablism",7733,,
Dhani Harrison,0BNG5EOWoNlIE1Q1c4L0Kh,british alternative rock,12253,1,rock
John Frusciante,7rN3Agir6FaZNfhf5V7mfN,"alternative rock, post-grunge, rock",379733,1,rock
Tash Mahogany,0BcokUkzsWLNntN2QCSsYw,wu fam,110,,
Del The Funky Homosapien,0YsLR3SQd5QTXAhGIGX7cl,"alternative hip hop, gangster rap, hardcore hip hop, hip hop, rap, turntablism",163844,,
La The Darkman,130JkW1WwUswzofZ2paOvs,"hardcore hip hop, wu fam",13515,,
Aesop Rock,2fSaE6BXtQy0x7R7v9IOmZ,"abstract hip hop, alternative hip hop, conscious hip hop, escape room, hip hop",271853,,
C.C.F. Division,0RhBRiD7TkjokNCJPw8yK1,wu fam,106,,
J-Live,5bb5uytW59wDF0gpv8iQbE,"alternative hip hop, hardcore hip hop, hip hop, turntablism, underground rap",22745,,
R.A. The Rugged Man,3mUHAiDazZq75gh6If5zoD,"conscious hip hop, east coast hip hop, hardcore hip hop, underground rap",72623,,
Flavor Flav,7Bzd9B4YO9HFqNVM2P7MPX,east coast hip hop,2990,,
Killstation,0zPILh9oEH0fDagpkHTQQ8,"dark trap, emo rap, underground hip hop",169019,,
Noah Cyrus,55fhWPvDiMpLnE4ZzNXZyW,"dance pop, pop, post-teen pop",512223,1,pop
Tom. G,75q3USMHhXwAcZWZnl9fGi,florida rap,5004,,
Mavado,0eezS9KmhdjGN436RdTIXu,"dancehall, panamanian pop, reggae fusion, soca",268583,1,dancehall
Craig Xen,5bCwYvvFvWOEXtO9W7p0Iv,"dark trap, emo rap, underground hip hop, vapor trap",117341,,
Kemba,0oZASNXz7lmZGoXFh8GnZM,"alternative hip hop, underground hip hop",21835,,
Sauce Walka,42yf4QkiE9a252krn9OUCb,"deep southern trap, houston rap, southern hip hop, trap, vapor trap",112264,,
Carnage,7CCjtD0hCK005Bvg2WG1a7,"edm, pop rap, rap, southern hip hop, trap, underground hip hop",258477,,
Ky-Mani Marley,1XTGADISSMRf8B4TcVGYUC,"modern reggae, reggae, reggae fusion, roots reggae",235211,1,reggaeton
Vybz Kartel,2NUz5P42WqkxilbI8ocN76,"dancehall, reggae fusion",571396,1,dancehall
Matt Ox,2J6pigOrBmKQgqJUY5UM7r,"melodic rap, underground hip hop, vapor trap",173383,,
Judah & the Lion,3wWtfT7S2uVJJ3hGZlOLkZ,"banjo, folk-pop, indie poptimism, indiecoustica, modern rock, pop rock, stomp and holler",220616,1,indie
Corey Smith,2Da6v0shOpKrOG07ZxonXo,"contemporary country, country, country road, modern country rock",71237,1,country
Cooliecut,19uEVh7y7Y9RfjMphMamXc,"dark trap, underground hip hop, vapor trap",84850,,
Kid Trunks,57SA5Qv24Vydwd6bJnV8fI,"dark trap, underground hip hop, vapor trap",147506,,
Bass Santana,0O1cTzccAEKaEFShgzAK9V,"dark trap, miami hip hop, underground hip hop, vapor trap",91517,,
Robb Bank$,7KduBCxhfAMiQlhMOHL3IZ,"dark trap, miami hip hop, underground hip hop, vapor trap",125454,,
Tankhead,7vIKNKDEh3HF9LbBVq3IP3,dark trap,3215,,
SBTRKT,1O10apSOoAPjOu6UhUNmeI,"electronica, electropop, future garage, indie r&b, indie soul, indietronica, new rave",560035,,
Lil Peep,2kCcBybjl3SAtIcwdWpUe3,"emo rap, lgbtq+ hip hop",3059390,,
Jon Z,5bWUlnPx9OYKsLiUJrhCA1,"reggaeton flow, trap latino",1801084,1,reggaeton
Rose Gold,3BveROYfEF9Tggv7GtCyak,tulsa indie,970,1,indie
Arin Ray,6TvjXbopXg71XRM9OZWqUc,"alternative r&b, deep pop r&b, indie r&b, trap soul",74073,,
RJMrLA,6kQWPGBItT0oMCHZy3M9DN,"cali rap, west coast trap",60937,,
Mitchell Tenpenny,1p6CdzJRoicjRcSdWoB9Qc,"contemporary country, country pop, heartland rock",112062,1,country
RJMrLA,6kQWPGBItT0oMCHZy3M9DN,"cali rap, west coast trap",60937,,
sad boy with a laptop,55ZGP7wiI7sIfU36CTeBzT,lo-fi beats,23688,,
Slim 400,1RXEL1MwAvaMsn7KAHe0g5,"cali rap, deep southern trap, west coast trap",16009,,
Blanco Brown,3yzRiNMZdTsSUgplcyYZ4i,country rap,77034,1,country
DB Tha General,762cK7uB9Z90RDkpbKckkY,"cali rap, hyphy, west coast trap",9967,,
Fiend,5A7PIpqC9ZvMVJt4lOqs10,"deep southern trap, dirty south rap, gangster rap, new orleans rap, southern hip hop",53560,,
Avicii,1vCWHaC5f2uS3yhpwWbIA6,"big room, edm, pop",16670850,1,edm
Mack 10,3USpNaxpX1iNqNnQWqg9ob,"chicano rap, g funk, gangster rap, hardcore hip hop, hip hop, hyphy, rap, west coast rap, west coast trap",327001,,
The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,"modern alternative rock, modern rock, pop, rock",3577262,1,rock
TeeCee4800,1yXXcC1S1PBbXlHWXlvYrU,"cali rap, west coast trap",20047,,
D-Lo,0kHp6OZT4pvcCbTMfQCOvE,"cali rap, hyphy, west coast trap",28051,,
TeeFLii,1pCVxwkdixCeBPTboRZIi2,"deep pop r&b, west coast trap",58535,,
Natasha Mosley,1fYdgyGBrMIEML5cuo5FpZ,deep pop r&b,39078,,
TeeFLii,1pCVxwkdixCeBPTboRZIi2,"deep pop r&b, west coast trap",58535,,
Ty Dolla $ign,7c0XG5cIJTrrAgEC3ULPiq,"hip hop, pop, pop rap, r&b, southern hip hop, trap, trap soul",3112998,,
Rich Boy,6mXlDbi03T8wXYwWYew0Ut,"alabama rap, dirty south rap, gangster rap, pop rap, rap, southern hip hop, trap",156542,,
Pc Tweezie,2M13icwNBL4yFmNReLlyOb,florida rap,2638,,
Machine Gun Kelly,6TIYQ3jFPwQSRmorSezPxX,"pop rap, rap",1828228,,
Lil Duke,06Qf6vq8AVIpE9XIw8LAsY,"atl trap, southern hip hop, trap, vapor trap",121122,,
Doe Boy,6aLoJJxz7MV2iZ423S8tJC,"atl hip hop, atl trap, gangster rap, rap, southern hip hop, trap, vapor trap",38129,,
Duke Dumont,61lyPtntblHJvA7FMMhi7E,"dance pop, deep groove house, destroy techno, disco house, edm, house, pop, progressive house, tropical house, uk dance",513573,1,dance
Strick,2WInxWtfee6mRhUQUmIRAH,"atl trap, vapor trap",6986,,
Dolly Parton,32vWCbZh0xZ4o9gkz4PsEU,"classic country pop, country, country dawn",980728,1,country
Millie Go Lightly,3eSQPLy8hktGQTGSVB51lD,uk contemporary r&b,1270,1,pop
Wyclef Jean,7aBzpmFXB4WWpPl2F7RjBe,rap kreyol,207313,,
Ralo,6Z99p0M73gzZSHQ1FlonCi,"atl trap, deep southern trap, trap",88520,,
Solo Lucci,4IzkuUevCR7evTUwixiu25,"atl trap, dfw rap, new orleans rap",10784,,
Drake,3TVXtAsR1Inumwj472S9r4,"canadian hip hop, canadian pop, hip hop, pop rap, rap, toronto rap",44003530,,
OG Boo Dirty,5aAcEtfpPdY9D1s6PLGt9r,"deep southern trap, memphis hip hop",10418,,
Heavy Rain Sounds,67RqJ79aKddLKuTVXpBOtk,sound,479,1,other
Peewee Longway,0xTcxl35DKXUeYRWqY10w6,"atl hip hop, atl trap, gangster rap, rap, southern hip hop, trap, vapor trap",292090,,
Yung L.A.,5xUMw9vaS567MBBjsoLslo,"atl hip hop, dirty south rap, pop rap, southern hip hop, trap",48579,,
Yelawolf,68DWke2VjdDmA75aJX5C57,"alabama rap, hip hop, pop rap, rap, southern hip hop",1240645,,
Young Thug,50co4Is1HCEo8bhOyUWKpn,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",4772300,,
London Jae,2bEESZAZbyvWdlV0IJtqIY,deep underground hip hop,6604,,
Yung Booke,5WN6nHqU0WhBKCcbJXkSej,atl trap,13046,,
