album_uri,album_name,artist,release_date,album_type,remove,notes
5F7QpQczts8IIAnaHWtti5,Pimp Tight,MJG,8/11/15,album,,
443c0U7AhITYhfibXd5ssO,This Might Be the Day,MJG,7/12/13,album,,
32J1zUDIbloPxYlxg2SOwO,This Might Be The Day,MJG,2008,album,1,duplicate
4GjLkWZAebH1gXzSvoLcCi,Too Pimpin' 2.0,MJG,5/27/14,album,,
1Srdor8lsNtXVLMRVg1La9,Classic Pimpin' (Live),"MJG, 8Ball",1/1/19,album,1,live
5P3RJXk0w0mp9tkUKscOPv,Pimp Tight (Collector's Edition),"MJG, 8Ball, 8Ball & MJG",11/23/10,album,,
4h0ckfzPC0jsbihFDeXxam,Shot Down,"Mobb Deep, Prodigy",5/20/19,album,,
3ppB3UcyOQ6U6CcffL3bPd,2 Federal,"Moneybagg Yo, Yo Gotti",11/4/16,album,,
4RUq0kdGLKc5ROEv8I0lRY,Fed Baby's,"Moneybagg Yo, YoungBoy Never Broke Again",11/17/17,album,,
3SDrc8jMsUM1Mpfl4QefpB,Kompany,"Monte Booker, Smino, Phoelix",6/23/17,album,2,
3eVB25GXPbhCjoAvixifSk,Lunch Time Remix,"Moochie Kodak, Eearz, Yung Bino",5/17/19,album,2,
2j3accjCRcCHVe2u9sP2wK,Sensei On the Block,"Mos Def, Ski Beatz",8/28/15,album,,
18PjeqD1ZRgHSpfHTFI7JA,Problems (Rework),"Moss Kena, THEY., Rapsody",6/13/18,album,2,
3iDAjLnQsJwoVU1v09ia4A,1 Up Top Ahk,Mozzy,8/18/17,album,,
5NK5uC7BJfzJ0uJcuBY8Z3,1 Up Top Finna Drop,Mozzy,11/16/16,album,,
1zrFE1m6dNapNk5shAIFWD,Chop Stixx & Banana Clips,Mozzy,9/13/19,album,,
0JfwQNfgMVpQnkV1e9LPYN,Fake Famous,Mozzy,1/26/17,album,,
3RbAlscRbQCjo39vk36uex,Gangland Landlord,Mozzy,10/5/18,album,,
0PktMnUd4nW7tF1bBV2LBc,Yellow Tape Activities,Mozzy,4/4/17,album,,
5XmvGS3UXwkDDpo61hiNl1,Chow Time,"Mozzy, CashLord Mess",12/11/18,album,,
05XVFgv4IY0pM6Ul8mxhYm,Dreadlocks & Headshots,"Mozzy, Gunplay",7/14/17,album,,
1LRDPADOrbGzDyihiHgMs6,Run It Up Activities,"Mozzy, Kae One",6/8/18,album,,
3r5chMotRoy4srDHc4MUG3,Tapped In,"Mozzy, Trae Tha Truth",12/16/16,album,,
4ukjX86j6dnWhVuSUVXyoP,Blood Cuzzins,"Mozzy, Tsu Surf",11/20/19,album,,
7w2mxjdlhPL3EpyCbeJ8vU,London Town,"Mr Eazi, Giggs",5/23/18,album,,
0FFYJup53ExkbgIHF1ewMr,A Tale Of Two Cities,Mr Hudson,1/1/06,album,,
6kXZsaQa2yaf2IlctK861C,ANTIDOTE,Mr Hudson,4/19/19,album,,
38eOtcYwd6rFFxemFB1euR,Can't Forget You,Mr Hudson,9/29/17,album,,
0yjNfIRQeEa2tj4fcTg8j0,CHICAGO,Mr Hudson,5/23/19,album,,
7EPSaXDYO0MN1LHcFvsqso,Coldplay,Mr Hudson,12/5/17,album,,
2csjAxwQ8Vq9gguGFzd6wP,Dancing Thru It,Mr Hudson,10/16/15,album,,
1VBYMOdVbxLReUF2xQHZ6L,Fred Astaire,Mr Hudson,8/4/13,album,,
6vqxPk1E86oTqQcYQOc3zA,Hey You,Mr Hudson,12/7/15,album,,
6J2e5e4FwywnVEnQIDMlLh,Move,Mr Hudson,12/4/13,album,,
1muUEjHRsssI7ECqtR3ssQ,Step Into the Shadows,Mr Hudson,5/12/14,album,,
26AEP5x5LtgSPRqQp5tW8c,Straight No Chaser,Mr Hudson,2009,album,,
2FjtogVI6hDNFHtZ9yaD9Z,WHEN THE MACHINE STOPS,Mr Hudson,6/21/19,album,,
6UNkwysucMEnzl0kg2ubvp,Soldiers on Soil,"Mr. Knightowl, Big Syke",5/21/18,album,2,
0QcuM0iGrDruo4LkNdN2iI,World Renown,"Mr. Lif, Dan The Automator",6/14/16,album,,
6GbfVOg9yzXYH9E9ETguOR,Against The Stream (The Original Soundtrack),Mr. Probz,5/19/17,album,2,soundtrack
5V1NzCfuXKcDXrTpnKAHwk,Drivin',Mr. Probz,9/23/10,album,,
0sTBPvIDEthQT7ah1p3Y75,Fine Ass Mess,Mr. Probz,5/13/16,album,,
7MwBBBsdKYm9dpu0m9mlTm,Fine Ass Mess (Remixes),Mr. Probz,7/1/16,album,1,duplicate
4XsH0sy4eEfQnaZJpnHBtB,Gone feat. Anderson .Paak,Mr. Probz,9/1/17,album,,
1gnXrUngw8eoJdxUuN0yEw,I'm Right Here,Mr. Probz,9/16/13,album,,
3melTGvrnMU9IGdi7EpuuU,Nothing Really Matters,Mr. Probz,9/27/14,album,,
5d7WVFuTwxrJ72NLQMQD1x,Nothing Really Matters (Afrojack Remix),Mr. Probz,2/20/15,album,1,duplicate
5vFbPJNwiERWPvxQDw37zq,Praying To A God,Mr. Probz,12/7/18,album,,
3eNO7UvTz8clLkINKQtcwK,Praying To A God (Remixes),Mr. Probz,3/1/19,album,1,duplicate
6QdFacG9oVksFA7py1AltG,Space for Two,Mr. Probz,3/9/18,album,,
41UHZcuebNJobK1q0WLHQN,The Treatment,Mr. Probz,9/16/13,album,,
3QjraJGHNWUbnNBuM92xr8,Till You're Loved,Mr. Probz,2/17/17,album,,
1LZ2KaIsWc2hhCjfU72lwK,Waves,Mr. Probz,11/22/13,album,1,duplicate
7l4LGPXk2mB80WgXy4VeuB,Waves (Robin Schulz Radio Edit),Mr. Probz,2/7/14,album,1,duplicate
4KprJhH0cRjZAsGSYfvLIv,Waves feat. Chris Brown & T.I (Robin Schulz Remix),Mr. Probz,11/11/14,album,,
54XPvNZYbxcaE5X23JWLSS,Space For Two - R3HAB Remix,"Mr. Probz, R3HAB",6/29/18,album,2,
0zicOVyILytA8uaml8B2p3,Black Is the Color of My True Love's Hair,Ms. Lauryn Hill,6/23/15,album,,
4RwFZ9Gm5HB8sKi2GY54Gp,Consumerism,Ms. Lauryn Hill,10/4/13,album,,
4wpzhjoof946rOeBziHINy,Feeling Good,Ms. Lauryn Hill,6/18/15,album,,
5dLSIo9cqbNiSRZNw4C6am,"Guarding The Gates (From ""Queen & Slim: The Soundtrack"")",Ms. Lauryn Hill,11/15/19,album,,
2s86Plfre03jrW2vNyMj7A,I've Got Life (Version),Ms. Lauryn Hill,6/29/15,album,,
22tn8fUpD1lurSga9yuqhM,MTV Unplugged No. 2.0,Ms. Lauryn Hill,5/7/02,album,1,live
3rLdVazrZrdbt5hLrXvhaS,Neurotic Society (Compulsory Mix),Ms. Lauryn Hill,8/20/13,album,,
1BZoqf8Zje5nGdwZhOjAtD,The Miseducation of Lauryn Hill,Ms. Lauryn Hill,8/25/98,album,,
3o03DZkcxR0OzpsPArhDxy,B*tch From Da Souf (Remix),"Mulatto, Saweetie, Trina",12/4/19,album,2,
0yWtDtO7so3gamM4EjkgpF,Deal Wiv It,"Mura Masa, slowthai",11/7/19,album,,
3VWLlbopoEU6pG4j8V4eZu,Bloody Hands (feat. Pressa),Murda Beatz,9/28/17,album,,
71uxGkMDuq1nSSXfkpeqqZ,Shopping Spree (feat. Lil Pump & Sheck Wes),Murda Beatz,6/21/19,album,,
1brwI2fsBuJk0iZd5PerER,G-Unit Radio 16: 10 Years of Hate,"Murda Mase, DJ Whoo Kid",2/13/07,album,1,compilation
6btQ3nkWUDqVOn6st9N1Tb,A Strange Journey Into the Unimaginable,Murs,3/16/18,album,1,duplicate
0IvfJtAx96UyuyVtFmQLCx,A Strange Journey Into The Unimaginable,Murs,3/16/18,album,,
3V0DcPrzdUyOVikmcwLO0q,Captain California,Murs,3/10/17,album,,
72ZovczwuVo8LSFFRNcdTY,Have a Nice Life,Murs,5/18/15,album,,
6DUdy2eiuji8JlurLj8mgE,"Love & Rockets, Vol. 1: The Transformation",Murs,10/11/16,album,,
3KemAqTdgRAp1ZKInbgxyq,Murray's Revenge,Murs,2006,album,,
73P9PjA8US77r5NoAr9Qul,Murs 3:16: The 9th Edition,Murs,3/23/04,album,,
2ZZhWlY1E9kqRl7O945Fto,Murs For President,Murs,9/29/08,album,,
79Cgv4Dnv8mMtUuiwjP3Ne,The End of the Beginning,Murs,2/25/03,album,,
0mIWfTcPuOaqRPZEgYCs8C,Yumiko: Curse of the Merch Girl,Murs,7/16/13,album,,
7wne1yhp60CnxlpGqdE2vA,Brighter Daze,"Murs, 9th Wonder",7/19/19,album,,
7gY2JVughebK1borXe7h8J,The Iliad is Dead and The Odyssey is Over,"Murs, 9th Wonder, The Soul Council",8/9/19,album,,
7w8g2KEnTTWQ7notJ4lekb,Melrose,"Murs, Terrace Martin",8/2/11,album,,
5RnrEPrcCnCbicoDYUaqgA,10 Summers,Mustard,8/11/14,album,,
1Q5yQIQXBLDWTSIYXF2oJc,"100 Bands (feat. Quavo, 21 Savage, YG & Meek Mill)",Mustard,5/10/19,album,,
390mH8gOERjN4ACUvQhPjx,Dangerous World (feat. Travis Scott & YG),Mustard,8/17/18,album,,
2WrNHOba5u6P9S9xEboaUy,Perfect Ten,Mustard,6/28/19,album,,
0127H28xAAqyuB9nPqsOCY,Want Her,Mustard,3/6/17,album,,
2liNhe3OLLivSv18Rqqtgv,Anywhere,"Mustard, Nick Jonas",5/11/18,album,,
03VQmX56AzgSFBNfA3PVm5,Don't Hurt Me,"Mustard, Nicki Minaj, Jeremih",7/1/16,album,,
2j4YtsbCIF6Qy9r10DSfrL,Low Low (feat. TeeCee & Rj),"Mustard, Nipsey Hussle",4/13/16,album,,
5alhJcqITAVC4o6f8qGO0Z,The Ghetto,"Mustard, RJMrLA",12/15/17,album,,
4rVGepRzIj7IDiveCYQIKG,Whole Lotta Lovin' (With You Remix),"Mustard, Travis Scott",4/15/16,album,,
5uNTTQEq5CuC4d27EYfEXh,InFlight (Chester Watson Remix),"Myke Bogan, The Last Artful, Dodgr",2/28/17,album,2,
0p94H70594VKvhwwtBjeKM,Mornin Dew (Exile Remix),"Myke Bogan, The Last Artful, Dodgr",5/24/17,album,2,
434duR2PvFVj7sI4hmlrfY,Jawbreaker (Emmavie Remix),"Myke Bogan, The Last Artful, Dodgr, Neill Von Tally",6/21/17,album,2,
0Pc2YDyCtzqREfEJHtsuJc,Pop! (EASTGHOST Remix),"Myke Bogan, The Last Artful, Dodgr, Neill Von Tally",1/9/17,album,2,
3SylqYwQpFn2icqxxrMjfs,Rare Treat,"Myke Bogan, The Last Artful, Dodgr, Neill Von Tally",6/17/16,album,2,
3dM5WCvdXdNqLE14d16GmJ,Easy Money Baby,Myke Towers,1/24/20,album,1,
2T2E0jmiYGfaHmjlNmMCys,El Final del Principio,Myke Towers,3/14/16,album,1,
1T2hDlqAJMlRAvJAoZSmPH,Ganga (Young Kingz Version),Myke Towers,11/20/19,album,1,
7KN29EcnY1CZ2tkmCf4o5k,Hace un Mes,Myke Towers,10/1/19,album,1,
48fPbdnqQWvarAivudCrqz,Piensan,Myke Towers,9/13/19,album,1,
52ANAGxQnsXHzgkYvhloCl,Rutina,Myke Towers,12/13/19,album,1,
75Y4sJ1vwZfEivbsKPzAx6,Si Se da Remix,"Myke Towers, Farruko, Arcangel",8/2/19,album,1,
6aqZF6pUvMWjbrytSqwmrU,Perriandote,"Myke Towers, Luigi 21 Plus, Nengo Flow",12/20/19,album,1,
3qppmBh6lM8UXGTZF0dyTD,La Playa (Remix),"Myke Towers, Maluma, Farruko",1/3/20,album,1,
1h1o8NA1TyOhv6AJBL4Xx4,Bailame Asi,"Myke Towers, Tito ""El Bambino""",11/22/19,album,1,
6658BMfIJRuzK3fuwdMqBa,Ghetto Fabulous,Mystikal,12/15/98,album,,
7MHHLBYO5rhsz3ojF6BcQL,Jump EP,Mystikal,6/1/01,album,,
388lv1ynvLzyJooZsNmf0l,Let's Get Ready,Mystikal,9/26/00,album,,
6ZFUMvnLkGErstI6DWISYn,Mind Of Mystikal,Mystikal,10/5/95,album,,
33cloDswwbQoZj5c5xa3af,Oochie Pop,Mystikal,3/21/04,album,1,duplicate
1ejJZpiHyzZXj8cC2rcNwK,Oochie Pop EP,Mystikal,5/1/04,album,,
1NDMR0jIXWU5iS04kBwIbT,Original,Mystikal,1/1/11,album,,
1EVMcwT0icvszs3aSDsk2y,Papercuts (feat. Lil Wayne & Fiend),Mystikal,10/26/10,album,,
7lR3HZAiZq8BKMDq87DyU3,Pussy Pop,Mystikal,4/6/04,album,,
22qrzIjC0d35poqKloCQaU,Tarantula,Mystikal,12/18/01,album,,
1HEuVovbsfYYCbJgypIbkN,Watch That Bitch,Mystikal,3/1/19,album,,
4Y73zi1e1pixm13IWCaxMv,5E,N.O.R.E.,7/27/18,album,,
1l0Xusu5W24vsETxRPt6Pa,Body In The Trunk,N.O.R.E.,3/31/15,album,,
7pTI86tvDOplmdy7U4Ys3w,DJ Green Lantern Presents - Crack on Steroids,N.O.R.E.,4/6/12,album,,
4DpKBMKtBtjDZMQc43x1SP,Don't Know,N.O.R.E.,7/20/18,album,,
2QOxU9UcQHeITBb1sV1pI5,Drunk Uncle,N.O.R.E.,3/25/16,album,,
4Gb8Xs87uYNhBwh5wfG7qt,God's Favorite,N.O.R.E.,1/1/02,album,,
0En4fNHtKk1xztHsT5yKWm,Melvyn Flynt Da Hustler,N.O.R.E.,8/24/99,album,,
4h5Z2bERuSAICA4s66AhA1,N.O.R.E,N.O.R.E.,7/7/98,album,,
0RLMAxS9mhy149lu93u7GA,N.O.R.E. Y La Familia,N.O.R.E.,7/18/06,album,,
15BW79axCS3oqgJiUVTIjU,Nor' Easter,N.O.R.E.,2011,album,,
4JjkgXq3HyAESm8oo4KJY8,Noreality,N.O.R.E.,8/28/07,album,,
6ExvLMVGYzp2MF2aSEdnmx,NOREASTER,N.O.R.E.,2011,album,,
1iWvtVs7VPW2aAuGhqFd4D,S.O.R.E.,N.O.R.E.,9/15/09,album,,
5lJ3HBQj49vzm2F5Rlsg5x,Student Of The Game,N.O.R.E.,4/16/13,album,,
6JgBbkBixXqby6HqTaHhoH,Uno Mas (Remix),N.O.R.E.,3/30/18,album,1,remix
3DrUHDFgDiOUhf86geuitv,Strip,"N.O.R.E., Frenzy",4/28/18,album,,
1cvp4wkQnGLPB50jfcmph6,Uno Mas,"N.O.R.E., Pharrell Williams",8/31/17,album,,
1qWlqGwQkSAsVN1HB6wxZG,No Te Vas (Remix),"Nacho, Wisin, Noriel",4/3/18,album,1,remix
5yTMpATFpNftHgXfTcnv9p,Trace of You,"Nadia Patric, Cory Gunz, Nadia Patric, Cory Gunz",5/23/16,album,2,
0zQleOSgNnH1cd0o4CV7rm,To The Max,"Nana Rogues, WizKid, Not3s",8/24/18,album,2,
72eDKJ53YvZkBvTjEKyrgj,Make It Out Alive (feat. SiR),"Nao, SiR",8/28/18,album,2,
7171Gqy94KjZi3iy21AORI,100% Off,Natasha Mosley,5/26/18,album,2,
3ukEMMyrm0RFVUYmawNWuz,Anything (A Cappella),Natasha Mosley,6/16/15,album,1,duplicate
3WHc4Im1qWrrgv65l1nr3Z,Can't Wait,Natasha Mosley,12/1/18,album,2,
7waonBG42X4hZyLomUq4is,Comin Back,Natasha Mosley,3/4/16,album,2,
5ccDSC7DrJk8DjeS1squUq,Drunk (feat. Gucci Mane),Natasha Mosley,12/9/16,album,2,
2reoi01QLvTuyRZMlMMHZM,Face in the Pillow,Natasha Mosley,9/10/15,album,2,
1uuhGaklPwaMAQGXQnf5gl,Just for the Night,Natasha Mosley,5/11/17,album,2,
0AGSW3tYFnb88XazQDzEk7,Live Forever,Natasha Mosley,7/4/18,album,2,
4LPzzotssfF9mKnYFCmKz2,Make It Up,Natasha Mosley,5/5/15,album,2,
5FcO0ZSOFvgIM2V3jv4BqW,Over,Natasha Mosley,5/7/15,album,2,
1guUjIc0nuEtCfrKOlUC7G,Re-Up,Natasha Mosley,3/25/16,album,2,
0qsAozffD58jerqjXwgRAc,Rose Hall,Natasha Mosley,5/22/15,album,2,
2k5YrtVgebOQA9U1duXzVq,Stranded,Natasha Mosley,3/4/16,album,2,
2LPOuAwgy97lcrwIAQDRFi,Take Me,Natasha Mosley,5/26/18,album,2,
65VsPlhdWF5PH1CViFskY5,"G Funk Classics, Vols. 1 & 2",Nate Dogg,1998,album,1,compilation
6P7dE3642xiAXLiCdnod70,G-Funk Mix,Nate Dogg,1/1/10,album,1,compilation
7fSUKD4PKKSWYi4FTlt1ic,Get Up,Nate Dogg,1/7/03,album,,
4ZnyBuM29ICNdJBgfukyWl,Ghetto Preacher (Digitally Remastered),Nate Dogg,5/5/15,album,,
1MCA50GzswxscAouRWnrES,Music And Me,Nate Dogg,12/4/01,album,,
3TfK3onfop0xSREaFVvW7H,Nobody Does It Better,Nate Dogg,8/16/99,album,,
6ZzHqyeQGSflmKMndyNxYH,The Prodigal Son (Digitally Remastered),Nate Dogg,5/12/15,album,,
7HWRfeoyrAKJgsufGbgxkc,A Tribute to The King of G-Funk (Deluxe Version),"Nate Dogg, J.PERIOD",4/14/15,album,2,
7HGpJnZxTkDmpJZo7GSGLJ,Get Away (feat. Pomona Pimpin Young),"Nate Dogg, Lil Nate Dogg",12/22/17,album,2,
6taKOWXnfZqgyST1GZJakd,Bad Habits (Deluxe),NAV,4/19/19,album,,
0REw7AR4YxPCz2qs6F4Zmy,Freshman List,NAV,3/16/18,album,,
0ooNnSXqH1oTsHo34RO75q,Know Me,NAV,11/2/18,album,,
5crXB2WNOtuaZdCEqMzUtM,NAV,NAV,4/7/17,album,,
1hTrdWpdPEeXHQWc9GmpxZ,RECKLESS,NAV,5/18/18,album,,
3ZpAmjvMEsr7rsiTUbSS0W,Wanted You (feat. Lil Uzi Vert),NAV,11/3/17,album,,
7L9if9x4z9GgtiSbTpMWQs,Perfect Timing,"NAV, Metro Boomin",8/4/17,album,,
5z3uDeCGzDiFNJNBokkgsG,Another Kind Of Christmas,Ne-Yo,10/11/19,album,2,holiday
52q9xNv8COtSU9phlbO5sg,Because Of You,Ne-Yo,1/1/07,album,,
5kXmI1B0BLb2joTTAckz9n,GOOD MAN (Deluxe),Ne-Yo,6/8/18,album,,
6Wx0G7tEhgAsUwpeNa1GER,In My Own Words,Ne-Yo,1/1/06,album,,
2qqB7RaEdn2Lkte4St3Ban,Libra Scale,Ne-Yo,1/1/10,album,,
59zddp1qWsZXvMINHvt6Pe,Non-Fiction,Ne-Yo,1/20/15,album,1,duplicate
6MGvEl6OdTKKAbmBFjxOKQ,Non-Fiction (Deluxe),Ne-Yo,1/20/15,album,,
4sRahma6671yKnZhXl29Qt,R.E.D.,Ne-Yo,1/1/12,album,1,duplicate
1e5Uy0zFKpSCtuak8LQb8p,R.E.D. (Deluxe Edition),Ne-Yo,1/1/12,album,,
6dTn9vJSxVTIGm4Cu5dH4x,Year Of The Gentleman (Bonus Track Edition),Ne-Yo,1/1/08,album,,
6yN1AmRqqBhmfXj1bkq6HQ,Unlove You (Myon Return To 95 Mix),"Ne-Yo, Myon",1/31/20,album,2,
04fJPhZwJpdMf2rcdSJ3o4,Once Upon a Crime,"Necro, Kool G Rap, The Godfathers",11/19/13,album,,
6UdMwhqzPyfzCNeKX9BNT4,The Pre-Kill Vol. 2,"Necro, Kool G Rap, The Godfathers",7/3/12,album,,
4yPYkChGCJbsxqhFO2vnr8,HARD LOVE (feat. Andra Day),"NEEDTOBREATHE, Andra Day",4/7/17,album,2,
4bTQnVadOLOMUSW8TCjrOe,86 (feat. Cuban Doll & ALLBLACK),Nef The Pharaoh,8/3/18,album,,
5JctcAQkZ7OiITEggOjgyq,Beat That Vest Up (feat. Shootergang Kony),Nef The Pharaoh,8/9/19,album,,
5EOCxN9zRdY2QB1PZosNVI,Cloth Talk,Nef The Pharaoh,11/22/19,album,,
0pNQH6PXRRLcQJk9zQ7vvG,Fresh Outta Space 3,Nef The Pharaoh,9/2/16,album,,
6V0GY3cuKMn7DAjwkr2hnO,Mushrooms & Coloring Books,Nef The Pharaoh,8/14/19,album,,
3FEJAO9mOXTbUkfpp7uX9V,Nef The Pharaoh,Nef The Pharaoh,11/6/15,album,,
6nNTQPW3Az87Yvbo6FM6sD,Neffy Got Wings,Nef The Pharaoh,1/22/16,album,,
7xqvydBcJrWO5gUkwJVRkW,South Vallejo,Nef The Pharaoh,6/20/19,album,,
7He1FaJrg8t4yMnYuhxajB,Tap Yo Pussy,Nef The Pharaoh,7/19/19,album,,
57YgSQLbpaPaDhIoTY1z5r,The Big Chang Theory,Nef The Pharaoh,8/10/18,album,,
3gaW7FtWQIij3YwBneUaoi,The Chang Project,Nef The Pharaoh,4/28/17,album,,
110NNV8nUvzIInQM0rDt8e,Ball Out (feat. ALLBLACK),"Nef The Pharaoh, 03 Greedo",6/15/18,album,,
5CeYkuYfkyzwKobQXuKLjM,Porter 2 Grape,"Nef The Pharaoh, 03 Greedo",7/13/18,album,,
068eyIJFfuNTfhLdKVmPC6,Ludacris,"Nef The Pharaoh, ShooterGang Kony",10/19/18,album,,
2xhkHzWuugtewb9AktJUmG,Vice Versa - EP,"Nef The Pharaoh, ShooterGang Kony",11/9/18,album,,
118LcpO2R1iZQPoK8RvpYP,Vice Versa (feat. Sage the Gemini & Raymond McMahon),"Nef The Pharaoh, ShooterGang Kony",11/2/18,album,1,duplicate
5wb5FLNtyNYNIcWjjRSeYu,High Voltage (feat. Tyga),"Nef The Pharaoh, Tyga",7/12/19,album,,
0Yl72bQkiJjJCd9y35sUdU,Demone,"Nego, White Dollar, Rocko",10/18/19,album,2,
3mz9p3cA0Cl5oDUlpTxB0c,5,Nelly,11/12/10,album,,
1Fr9ycPr14cVysm1ObbQlx,5.0 Deluxe,Nelly,11/12/10,album,,
6tH2KbxjKSHD5q7kqMsE8C,Brass Knuckles,Nelly,9/16/08,album,,
6WJsuS9yAcz1Mlorxxw6wJ,Da Derrty Versions: The Re-invention,Nelly,11/25/03,album,,
1iWrGevwird094O7eDEYBw,M.O.,Nelly,9/30/13,album,,
7xt2MWlSFHNP2NcHWE4W3b,Suit,Nelly,9/14/04,album,1,duplicate
07r7KrppFUq72j7nEznjlo,Sweat,Nelly,11/14/04,album,1,duplicate
2HOe7ExqoZcdXPWfMlODR3,Sweatsuit,Nelly,11/22/05,album,,
2CVxhAPQ9k4EnezciipXV5,Coney Soprano,Nems,2/14/12,album,2,
2crJeKPyGLiP9PWQvUNfxH,Filthy Fly Shit,Nems,5/31/11,album,2,
159NuYvopBOdTm5dN0npvp,Free Nems,Nems,2007,album,2,
02UHmxQ64RcwoeqFDhJnG5,Fuck Ya Laws: Valium 2,Nems,2006,album,2,
2MMmW1U62V3P4qMCjQAAJG,Fuck Your Love,Nems,7/1/13,album,2,
6oaPkClPt7EtAQXDdqZ2Y8,Fuck Your Lyfe: Valium Won,Nems,2004,album,2,
3jGtBcsRsXeu7QNiJg4qOS,Gorilla,Nems,9/9/15,album,2,
27JJ5bw4Jd3QEVzXcsombU,Gorilla 2: Any Given Sunday,Nems,9/11/19,album,2,
306lrmEyhsFIVXdQMnuGPC,Gorilla Monsoon,Nems,5/31/19,album,2,
73jAghOLQjJdNZJAXuD4Q1,Planet of the Apes,Nems,6/16/15,album,2,
0FEtPqKPetbiLl5SwF1mvW,Planet of the Apes 2,Nems,6/30/15,album,2,
3Oj3ACUTcIYQRCsZaA6jx6,Planet of the Apes 3,Nems,7/14/15,album,2,
172uVntRKdwv7ggO6Oec67,Planet of the Apes 4,Nems,8/4/15,album,2,
6deyOjecDV9jbM27SALvXI,Prezident's Day,Nems,11/17/17,album,2,
1z06dwboPDqjSaaSsDYjTh,Prezidents Day,Nems,10/10/10,album,2,
0ZaH93RrEfcWaeFhgomhye,"Skinny Nems, Vol. 1",Nems,1/2/17,album,2,
4BtP6ehtJBtqycdKQ00IVW,"Skinny Nems, Vol. 2",Nems,1/2/17,album,2,
2Iq91lDdBUKMPs4bb9DCxa,"Skinny Nems, Vol. 3",Nems,1/2/17,album,2,
7nR3lFN8uQY28VchHqw2dj,"Skinny Nems, Vol. 4",Nems,1/2/17,album,2,
23vTOXenhRrZ8fsmYvwwI2,Super Marvelous,Nems,2008,album,2,
405vP0v5iZwAxKBJb3lv1x,To the Grave,"Nems, Benny The Butcher",11/30/18,album,2,
20icUbtHABt017AxccqdWl,Freezing Cold,"Nessly, Yung Bans, KILLY",3/15/19,album,,
3EZ0ulSjw5p5jX7od6ASxb,Easy (feat. 6LACK),"Next Town Down, 6LACK",9/5/19,album,2,
4bo8adJXiirJMEd0iLpuCL,Front Seat,"Next Town Down, Calboy",9/27/19,album,2,
4V8XHsaNdS0PF6p8Xh77tK,REDLIGHT (Crankdat Remix),"NGHTMRE, A$AP Ferg, Crankdat",7/26/19,album,1,duplicate
5JlXMsjusyKCThXakOe4eh,REDLIGHT (Effin Remix),"NGHTMRE, A$AP Ferg, Effin",7/26/19,album,1,duplicate
7IgHTf3cYdcnuBJ1BC7W29,REDLIGHT (Holy Goof Remix),"NGHTMRE, A$AP Ferg, Holy Goof",7/26/19,album,1,duplicate
3bQVjc0NH5rVJxndr70bwk,REDLIGHT (Justin Jay Remix),"NGHTMRE, A$AP Ferg, Justin Jay",10/18/19,album,1,duplicate
1jd4dq1xm8me7AvD2EHWPH,CASH COW,"NGHTMRE, Gunna",11/15/19,album,,
4wjEB2aRFnw4mRAM6rK0ne,CASH COW (NGHTMRE & BLVK JVCK VIP),"NGHTMRE, Gunna, BLVK JVCK",12/20/19,album,1,duplicate
4zqJkjapazatkZRvwiG37H,BANG,"NGHTMRE, Shaquille O'Neal, Lil Jon",2/21/19,album,,
31DNY6Wh1KwZWnHrKfIcge,New Designer,"Ni Dollaz, Yg Papi, Metro Boomin",7/3/16,album,2,
3UuXPv0M71CU6m3On0wIwb,Nice To Meet Ya (Diplo Remix),"Niall Horan, Diplo",11/7/19,album,2,
2D2rriWruRrRFq2AAholPp,Pink Friday ... Roman Reloaded (Deluxe Edition),Nicki Minaj,4/3/12,album,,
6fABwONLawdFjkDpLx41j8,Pink Friday ... Roman Reloaded (Deluxe),Nicki Minaj,1/1/12,album,1,duplicate
78XjkzI0J1YpzKUPgzWbat,Pink Friday: Roman Reloaded The Re-Up,Nicki Minaj,1/1/12,album,1,duplicate
4Rh57STD18rbjXbBrx2X65,Queen,Nicki Minaj,8/10/18,album,1,duplicate
6zA5X3CQ5rgLKhTobyV5Id,Queen (Deluxe),Nicki Minaj,11/29/18,album,,
1IOHcoY4gPRECxpIhVGmuq,The Pinkprint,Nicki Minaj,12/15/14,album,1,duplicate
5qs8T6ZHSrnllnOuUk6muC,The Pinkprint (Deluxe Edition),Nicki Minaj,12/15/14,album,,
5ooCuPIk58IwSo6DRr1JCu,The Pinkprint (Deluxe),Nicki Minaj,12/15/14,album,1,duplicate
0bfNmMmjV6nvDwwhUvL7e8,Black Barbies,"Nicki Minaj, Mike WiLL Made-It",11/30/16,album,,
7IR8zXaCKvv01oZL8mB1su,Boss Chick,Nicole Wray,6/15/10,album,,
78ixp5lcsq6kmCtVhZuMZi,Electric Blue Effect,Nicole Wray,1/3/20,album,,
3AMsTVpanVODolhY9YkuwB,I Found You,Nicole Wray,5/31/11,album,,
3TGO2MdHnUjDAz3pUlNQJY,I Like It - Single,Nicole Wray,6/16/09,album,,
5P37khYPntJzxRxGt58G4g,If I Was Your Girlfriend,Nicole Wray,1/1/04,album,,
7MT0QPNd32QvQMwmntX3Af,California (feat. Boogie),"Niia, Boogie",7/14/17,album,,
1PUSl9DSbBXv5asOaZspCn,Kush Jar (Remix),"Nima Fadavi, Fashawn",3/12/13,album,,
5qgpc2AibxlsSRjEOiudqj,Bullets Ain't Got No Name Vol. 1,Nipsey Hussle,9/1/13,album,1,duplicate
